Date,Order ID,Item,Category,Quantity,Price,Amount,Cost
2026-02-24,ORD-41881,Soda,Drinks,3,3,9,1.5
2026-02-24,ORD-74274,Chicken Wings,Appetizers,3,10,30,12.0
2026-02-24,ORD-53203,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-02-24,ORD-45336,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-02-24,ORD-76811,French Fries,Sides,1,5,5,1.5
2026-02-24,ORD-64495,Margherita Pizza,Pizza,5,15,75,25.0
2026-02-24,ORD-74456,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-02-24,ORD-12549,Margherita Pizza,Pizza,2,15,30,10.0
2026-02-24,ORD-29885,Caesar Salad,Salads,2,12,24,8.0
2026-02-24,ORD-66737,Caesar Salad,Salads,1,12,12,4.0
2026-02-24,ORD-87800,Soda,Drinks,2,3,6,1.0
2026-02-24,ORD-76766,Coffee,Drinks,3,4,12,3.0
2026-02-24,ORD-50354,Soda,Drinks,3,3,9,1.5
2026-02-24,ORD-91865,Soda,Drinks,2,3,6,1.0
2026-02-24,ORD-54535,Soda,Drinks,2,3,6,1.0
2026-02-24,ORD-10528,Soda,Drinks,1,3,3,0.5
2026-02-24,ORD-56947,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-02-24,ORD-58291,Tiramisu,Desserts,1,8,8,3.0
2026-02-24,ORD-13409,French Fries,Sides,2,5,10,3.0
2026-02-24,ORD-87399,Margherita Pizza,Pizza,5,15,75,25.0
2026-02-24,ORD-62948,Margherita Pizza,Pizza,5,15,75,25.0
2026-02-24,ORD-88401,Soda,Drinks,3,3,9,1.5
2026-02-24,ORD-95074,French Fries,Sides,2,5,10,3.0
2026-02-24,ORD-85752,Tiramisu,Desserts,1,8,8,3.0
2026-02-24,ORD-34986,French Fries,Sides,1,5,5,1.5
2026-02-24,ORD-87632,Beef Burger,Burgers,2,14,28,12.0
2026-02-24,ORD-80459,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-02-24,ORD-81114,French Fries,Sides,1,5,5,1.5
2026-02-24,ORD-75668,Tiramisu,Desserts,1,8,8,3.0
2026-02-24,ORD-22674,Margherita Pizza,Pizza,3,15,45,15.0
2026-02-24,ORD-66876,Chicken Wings,Appetizers,1,10,10,4.0
2026-02-24,ORD-94264,Tiramisu,Desserts,3,8,24,9.0
2026-02-24,ORD-79899,French Fries,Sides,3,5,15,4.5
2026-02-24,ORD-67065,Beef Burger,Burgers,2,14,28,12.0
2026-02-24,ORD-69668,Beef Burger,Burgers,2,14,28,12.0
2026-02-24,ORD-41450,Caesar Salad,Salads,3,12,36,12.0
2026-02-24,ORD-22314,French Fries,Sides,1,5,5,1.5
2026-02-24,ORD-19809,Coffee,Drinks,1,4,4,1.0
2026-02-24,ORD-18954,Beef Burger,Burgers,1,14,14,6.0
2026-02-24,ORD-68451,Margherita Pizza,Pizza,5,15,75,25.0
2026-02-24,ORD-41203,Margherita Pizza,Pizza,2,15,30,10.0
2026-02-25,ORD-18909,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-02-25,ORD-99222,Beef Burger,Burgers,2,14,28,12.0
2026-02-25,ORD-42834,Caesar Salad,Salads,3,12,36,12.0
2026-02-25,ORD-43290,Tiramisu,Desserts,3,8,24,9.0
2026-02-25,ORD-34257,Soda,Drinks,1,3,3,0.5
2026-02-25,ORD-30098,Beef Burger,Burgers,3,14,42,18.0
2026-02-25,ORD-31407,Chicken Wings,Appetizers,2,10,20,8.0
2026-02-25,ORD-64147,Caesar Salad,Salads,1,12,12,4.0
2026-02-25,ORD-91270,Tiramisu,Desserts,2,8,16,6.0
2026-02-25,ORD-53861,Margherita Pizza,Pizza,2,15,30,10.0
2026-02-25,ORD-58898,French Fries,Sides,2,5,10,3.0
2026-02-25,ORD-72755,Beef Burger,Burgers,3,14,42,18.0
2026-02-25,ORD-91242,Tiramisu,Desserts,3,8,24,9.0
2026-02-25,ORD-85594,Soda,Drinks,3,3,9,1.5
2026-02-25,ORD-51878,Beef Burger,Burgers,1,14,14,6.0
2026-02-25,ORD-76938,Soda,Drinks,3,3,9,1.5
2026-02-25,ORD-66908,Caesar Salad,Salads,1,12,12,4.0
2026-02-25,ORD-80115,Tiramisu,Desserts,1,8,8,3.0
2026-02-25,ORD-47724,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-02-25,ORD-52537,Soda,Drinks,3,3,9,1.5
2026-02-25,ORD-10521,Tiramisu,Desserts,1,8,8,3.0
2026-02-25,ORD-71030,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-02-25,ORD-30656,Tiramisu,Desserts,1,8,8,3.0
2026-02-25,ORD-72483,Caesar Salad,Salads,3,12,36,12.0
2026-02-25,ORD-37589,Beef Burger,Burgers,2,14,28,12.0
2026-02-25,ORD-48126,Soda,Drinks,2,3,6,1.0
2026-02-25,ORD-63262,Beef Burger,Burgers,3,14,42,18.0
2026-02-25,ORD-24324,Soda,Drinks,2,3,6,1.0
2026-02-25,ORD-58497,Caesar Salad,Salads,1,12,12,4.0
2026-02-25,ORD-64860,Margherita Pizza,Pizza,5,15,75,25.0
2026-02-25,ORD-47555,Tiramisu,Desserts,3,8,24,9.0
2026-02-25,ORD-69370,Chicken Wings,Appetizers,2,10,20,8.0
2026-02-25,ORD-43709,Beef Burger,Burgers,3,14,42,18.0
2026-02-25,ORD-98514,Chicken Wings,Appetizers,3,10,30,12.0
2026-02-25,ORD-22319,Chicken Wings,Appetizers,1,10,10,4.0
2026-02-25,ORD-62083,Beef Burger,Burgers,3,14,42,18.0
2026-02-25,ORD-72842,Coffee,Drinks,1,4,4,1.0
2026-02-25,ORD-75718,Margherita Pizza,Pizza,2,15,30,10.0
2026-02-25,ORD-62129,Beef Burger,Burgers,2,14,28,12.0
2026-02-25,ORD-93930,Soda,Drinks,2,3,6,1.0
2026-02-25,ORD-75792,Margherita Pizza,Pizza,5,15,75,25.0
2026-02-25,ORD-87432,Beef Burger,Burgers,3,14,42,18.0
2026-02-25,ORD-43569,Margherita Pizza,Pizza,2,15,30,10.0
2026-02-25,ORD-64034,Coffee,Drinks,1,4,4,1.0
2026-02-25,ORD-41646,Tiramisu,Desserts,3,8,24,9.0
2026-02-25,ORD-34860,Caesar Salad,Salads,1,12,12,4.0
2026-02-25,ORD-99575,Coffee,Drinks,2,4,8,2.0
2026-02-26,ORD-91555,French Fries,Sides,1,5,5,1.5
2026-02-26,ORD-28091,Chicken Wings,Appetizers,3,10,30,12.0
2026-02-26,ORD-62536,Chicken Wings,Appetizers,2,10,20,8.0
2026-02-26,ORD-74914,Coffee,Drinks,3,4,12,3.0
2026-02-26,ORD-27007,Caesar Salad,Salads,3,12,36,12.0
2026-02-26,ORD-83243,Chicken Wings,Appetizers,1,10,10,4.0
2026-02-26,ORD-55557,Beef Burger,Burgers,3,14,42,18.0
2026-02-26,ORD-92073,Caesar Salad,Salads,2,12,24,8.0
2026-02-26,ORD-89355,Chicken Wings,Appetizers,1,10,10,4.0
2026-02-26,ORD-70722,French Fries,Sides,3,5,15,4.5
2026-02-26,ORD-13807,Margherita Pizza,Pizza,2,15,30,10.0
2026-02-26,ORD-90100,Bruschetta,Appetizers,1,7,7,2.5
2026-02-26,ORD-26536,Coffee,Drinks,1,4,4,1.0
2026-02-26,ORD-95887,Tiramisu,Desserts,3,8,24,9.0
2026-02-26,ORD-55399,Margherita Pizza,Pizza,4,15,60,20.0
2026-02-26,ORD-75479,French Fries,Sides,1,5,5,1.5
2026-02-26,ORD-57162,Caesar Salad,Salads,1,12,12,4.0
2026-02-26,ORD-73629,Beef Burger,Burgers,3,14,42,18.0
2026-02-26,ORD-50521,Margherita Pizza,Pizza,4,15,60,20.0
2026-02-26,ORD-55717,French Fries,Sides,1,5,5,1.5
2026-02-26,ORD-32249,Beef Burger,Burgers,3,14,42,18.0
2026-02-26,ORD-99352,Tiramisu,Desserts,2,8,16,6.0
2026-02-26,ORD-99883,Tiramisu,Desserts,2,8,16,6.0
2026-02-26,ORD-87200,Beef Burger,Burgers,3,14,42,18.0
2026-02-26,ORD-46841,Tiramisu,Desserts,3,8,24,9.0
2026-02-26,ORD-36017,Coffee,Drinks,2,4,8,2.0
2026-02-26,ORD-47554,Tiramisu,Desserts,1,8,8,3.0
2026-02-26,ORD-55062,French Fries,Sides,1,5,5,1.5
2026-02-26,ORD-13090,Margherita Pizza,Pizza,5,15,75,25.0
2026-02-26,ORD-73362,French Fries,Sides,3,5,15,4.5
2026-02-26,ORD-83456,Bruschetta,Appetizers,1,7,7,2.5
2026-02-26,ORD-32145,Tiramisu,Desserts,1,8,8,3.0
2026-02-26,ORD-58412,Caesar Salad,Salads,1,12,12,4.0
2026-02-26,ORD-96610,French Fries,Sides,1,5,5,1.5
2026-02-26,ORD-64630,Coffee,Drinks,1,4,4,1.0
2026-02-27,ORD-53099,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-02-27,ORD-19825,Soda,Drinks,3,3,9,1.5
2026-02-27,ORD-85162,French Fries,Sides,3,5,15,4.5
2026-02-27,ORD-26199,French Fries,Sides,3,5,15,4.5
2026-02-27,ORD-97339,Tiramisu,Desserts,2,8,16,6.0
2026-02-27,ORD-31213,Margherita Pizza,Pizza,4,15,60,20.0
2026-02-27,ORD-47941,Coffee,Drinks,1,4,4,1.0
2026-02-27,ORD-75795,French Fries,Sides,3,5,15,4.5
2026-02-27,ORD-26811,Chicken Wings,Appetizers,3,10,30,12.0
2026-02-27,ORD-39862,Tiramisu,Desserts,2,8,16,6.0
2026-02-27,ORD-50310,Soda,Drinks,1,3,3,0.5
2026-02-27,ORD-48160,Beef Burger,Burgers,1,14,14,6.0
2026-02-27,ORD-77269,Coffee,Drinks,2,4,8,2.0
2026-02-27,ORD-95953,Beef Burger,Burgers,3,14,42,18.0
2026-02-27,ORD-14574,Bruschetta,Appetizers,1,7,7,2.5
2026-02-27,ORD-93522,Chicken Wings,Appetizers,3,10,30,12.0
2026-02-27,ORD-65476,Tiramisu,Desserts,2,8,16,6.0
2026-02-27,ORD-18907,Caesar Salad,Salads,2,12,24,8.0
2026-02-27,ORD-94631,Coffee,Drinks,2,4,8,2.0
2026-02-27,ORD-16326,Tiramisu,Desserts,2,8,16,6.0
2026-02-27,ORD-19809,Beef Burger,Burgers,3,14,42,18.0
2026-02-27,ORD-55708,Coffee,Drinks,2,4,8,2.0
2026-02-27,ORD-41289,Chicken Wings,Appetizers,1,10,10,4.0
2026-02-27,ORD-67701,Coffee,Drinks,2,4,8,2.0
2026-02-27,ORD-43190,Soda,Drinks,1,3,3,0.5
2026-02-27,ORD-30089,Soda,Drinks,3,3,9,1.5
2026-02-27,ORD-52380,Beef Burger,Burgers,1,14,14,6.0
2026-02-27,ORD-27423,Margherita Pizza,Pizza,4,15,60,20.0
2026-02-27,ORD-31335,Chicken Wings,Appetizers,3,10,30,12.0
2026-02-27,ORD-81144,Chicken Wings,Appetizers,3,10,30,12.0
2026-02-27,ORD-55591,Beef Burger,Burgers,3,14,42,18.0
2026-02-27,ORD-25648,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-02-27,ORD-87746,French Fries,Sides,3,5,15,4.5
2026-02-27,ORD-46551,Chicken Wings,Appetizers,2,10,20,8.0
2026-02-27,ORD-49997,Bruschetta,Appetizers,1,7,7,2.5
2026-02-27,ORD-76598,Soda,Drinks,2,3,6,1.0
2026-02-27,ORD-18758,French Fries,Sides,1,5,5,1.5
2026-02-27,ORD-36547,Chicken Wings,Appetizers,1,10,10,4.0
2026-02-27,ORD-17546,Chicken Wings,Appetizers,1,10,10,4.0
2026-02-27,ORD-81789,Soda,Drinks,1,3,3,0.5
2026-02-27,ORD-65700,Caesar Salad,Salads,2,12,24,8.0
2026-02-27,ORD-63699,French Fries,Sides,3,5,15,4.5
2026-02-27,ORD-15129,Tiramisu,Desserts,3,8,24,9.0
2026-02-27,ORD-23993,Coffee,Drinks,2,4,8,2.0
2026-02-27,ORD-32492,Margherita Pizza,Pizza,5,15,75,25.0
2026-02-27,ORD-70370,Tiramisu,Desserts,2,8,16,6.0
2026-02-27,ORD-57995,Chicken Wings,Appetizers,2,10,20,8.0
2026-02-27,ORD-37497,Margherita Pizza,Pizza,4,15,60,20.0
2026-02-27,ORD-26854,Caesar Salad,Salads,2,12,24,8.0
2026-02-27,ORD-26708,Soda,Drinks,1,3,3,0.5
2026-02-27,ORD-51348,Beef Burger,Burgers,1,14,14,6.0
2026-02-27,ORD-65206,Caesar Salad,Salads,1,12,12,4.0
2026-02-27,ORD-95527,Caesar Salad,Salads,1,12,12,4.0
2026-02-27,ORD-73294,Margherita Pizza,Pizza,5,15,75,25.0
2026-02-27,ORD-56889,French Fries,Sides,1,5,5,1.5
2026-02-27,ORD-32836,Chicken Wings,Appetizers,2,10,20,8.0
2026-02-27,ORD-41217,Margherita Pizza,Pizza,3,15,45,15.0
2026-02-27,ORD-87451,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-02-27,ORD-61091,Margherita Pizza,Pizza,2,15,30,10.0
2026-02-27,ORD-87577,Soda,Drinks,2,3,6,1.0
2026-02-27,ORD-58742,Soda,Drinks,3,3,9,1.5
2026-02-27,ORD-63474,Coffee,Drinks,3,4,12,3.0
2026-02-27,ORD-74416,Chicken Wings,Appetizers,3,10,30,12.0
2026-02-27,ORD-56211,Margherita Pizza,Pizza,3,15,45,15.0
2026-02-27,ORD-10042,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-02-27,ORD-40325,French Fries,Sides,2,5,10,3.0
2026-02-27,ORD-47453,Caesar Salad,Salads,2,12,24,8.0
2026-02-27,ORD-42167,Caesar Salad,Salads,3,12,36,12.0
2026-02-27,ORD-86526,Caesar Salad,Salads,2,12,24,8.0
2026-02-27,ORD-56536,Chicken Wings,Appetizers,2,10,20,8.0
2026-02-27,ORD-20587,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-02-27,ORD-58372,Margherita Pizza,Pizza,4,15,60,20.0
2026-02-27,ORD-27936,Coffee,Drinks,1,4,4,1.0
2026-02-27,ORD-97531,French Fries,Sides,1,5,5,1.5
2026-02-27,ORD-59431,Margherita Pizza,Pizza,5,15,75,25.0
2026-02-27,ORD-19744,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-02-27,ORD-94568,Caesar Salad,Salads,3,12,36,12.0
2026-02-27,ORD-70888,Margherita Pizza,Pizza,5,15,75,25.0
2026-02-27,ORD-30116,Soda,Drinks,1,3,3,0.5
2026-02-27,ORD-12580,Beef Burger,Burgers,3,14,42,18.0
2026-02-27,ORD-85802,Chicken Wings,Appetizers,3,10,30,12.0
2026-02-27,ORD-69718,Tiramisu,Desserts,3,8,24,9.0
2026-02-27,ORD-74779,Bruschetta,Appetizers,1,7,7,2.5
2026-02-27,ORD-70269,Coffee,Drinks,2,4,8,2.0
2026-02-27,ORD-11378,Coffee,Drinks,3,4,12,3.0
2026-02-28,ORD-76273,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-02-28,ORD-97033,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-02-28,ORD-67053,Beef Burger,Burgers,1,14,14,6.0
2026-02-28,ORD-91374,Soda,Drinks,3,3,9,1.5
2026-02-28,ORD-55748,French Fries,Sides,3,5,15,4.5
2026-02-28,ORD-50107,Soda,Drinks,3,3,9,1.5
2026-02-28,ORD-27452,Coffee,Drinks,1,4,4,1.0
2026-02-28,ORD-80787,Beef Burger,Burgers,3,14,42,18.0
2026-02-28,ORD-55776,Soda,Drinks,3,3,9,1.5
2026-02-28,ORD-27296,Beef Burger,Burgers,2,14,28,12.0
2026-02-28,ORD-82816,Caesar Salad,Salads,1,12,12,4.0
2026-02-28,ORD-81100,Chicken Wings,Appetizers,2,10,20,8.0
2026-02-28,ORD-84134,Soda,Drinks,1,3,3,0.5
2026-02-28,ORD-48480,Chicken Wings,Appetizers,2,10,20,8.0
2026-02-28,ORD-78995,Caesar Salad,Salads,3,12,36,12.0
2026-02-28,ORD-78218,Soda,Drinks,2,3,6,1.0
2026-02-28,ORD-69474,Soda,Drinks,2,3,6,1.0
2026-02-28,ORD-68458,Soda,Drinks,3,3,9,1.5
2026-02-28,ORD-53842,Bruschetta,Appetizers,1,7,7,2.5
2026-02-28,ORD-69931,French Fries,Sides,3,5,15,4.5
2026-02-28,ORD-56988,Soda,Drinks,3,3,9,1.5
2026-02-28,ORD-78978,French Fries,Sides,3,5,15,4.5
2026-02-28,ORD-20031,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-02-28,ORD-26217,Bruschetta,Appetizers,1,7,7,2.5
2026-02-28,ORD-49461,Beef Burger,Burgers,1,14,14,6.0
2026-02-28,ORD-82356,Beef Burger,Burgers,3,14,42,18.0
2026-02-28,ORD-56597,French Fries,Sides,1,5,5,1.5
2026-02-28,ORD-98564,Margherita Pizza,Pizza,2,15,30,10.0
2026-02-28,ORD-46130,French Fries,Sides,2,5,10,3.0
2026-02-28,ORD-93249,Bruschetta,Appetizers,1,7,7,2.5
2026-02-28,ORD-25851,Beef Burger,Burgers,2,14,28,12.0
2026-02-28,ORD-66070,Coffee,Drinks,2,4,8,2.0
2026-02-28,ORD-61979,Margherita Pizza,Pizza,5,15,75,25.0
2026-02-28,ORD-15921,Soda,Drinks,1,3,3,0.5
2026-02-28,ORD-15031,Caesar Salad,Salads,2,12,24,8.0
2026-02-28,ORD-80217,Beef Burger,Burgers,2,14,28,12.0
2026-02-28,ORD-64404,Soda,Drinks,3,3,9,1.5
2026-02-28,ORD-43259,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-02-28,ORD-98067,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-02-28,ORD-71802,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-02-28,ORD-29651,Tiramisu,Desserts,1,8,8,3.0
2026-02-28,ORD-79059,Caesar Salad,Salads,3,12,36,12.0
2026-02-28,ORD-76853,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-02-28,ORD-41020,Caesar Salad,Salads,2,12,24,8.0
2026-02-28,ORD-66885,Chicken Wings,Appetizers,1,10,10,4.0
2026-02-28,ORD-41727,Beef Burger,Burgers,3,14,42,18.0
2026-02-28,ORD-80218,Soda,Drinks,2,3,6,1.0
2026-02-28,ORD-40031,Margherita Pizza,Pizza,4,15,60,20.0
2026-02-28,ORD-59455,Coffee,Drinks,1,4,4,1.0
2026-02-28,ORD-21533,Coffee,Drinks,3,4,12,3.0
2026-02-28,ORD-23930,Tiramisu,Desserts,3,8,24,9.0
2026-02-28,ORD-13776,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-02-28,ORD-53920,Pepperoni Pizza,Pizza,3,18,54,18.0
2026-02-28,ORD-77818,Tiramisu,Desserts,2,8,16,6.0
2026-02-28,ORD-73946,Tiramisu,Desserts,2,8,16,6.0
2026-02-28,ORD-63973,Coffee,Drinks,3,4,12,3.0
2026-02-28,ORD-61995,Caesar Salad,Salads,3,12,36,12.0
2026-02-28,ORD-79097,Tiramisu,Desserts,2,8,16,6.0
2026-02-28,ORD-82667,Coffee,Drinks,3,4,12,3.0
2026-02-28,ORD-79788,Soda,Drinks,1,3,3,0.5
2026-02-28,ORD-48318,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-02-28,ORD-28672,Soda,Drinks,1,3,3,0.5
2026-02-28,ORD-97751,French Fries,Sides,3,5,15,4.5
2026-02-28,ORD-72143,Tiramisu,Desserts,2,8,16,6.0
2026-02-28,ORD-74034,Soda,Drinks,1,3,3,0.5
2026-02-28,ORD-48825,Beef Burger,Burgers,2,14,28,12.0
2026-02-28,ORD-71622,French Fries,Sides,3,5,15,4.5
2026-02-28,ORD-76307,Chicken Wings,Appetizers,2,10,20,8.0
2026-02-28,ORD-41368,Beef Burger,Burgers,1,14,14,6.0
2026-02-28,ORD-98400,Soda,Drinks,3,3,9,1.5
2026-02-28,ORD-55568,Caesar Salad,Salads,3,12,36,12.0
2026-02-28,ORD-12732,Margherita Pizza,Pizza,2,15,30,10.0
2026-02-28,ORD-33756,Margherita Pizza,Pizza,4,15,60,20.0
2026-02-28,ORD-47698,Chicken Wings,Appetizers,2,10,20,8.0
2026-02-28,ORD-24783,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-02-28,ORD-19781,Tiramisu,Desserts,3,8,24,9.0
2026-02-28,ORD-81324,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-02-28,ORD-82857,Caesar Salad,Salads,1,12,12,4.0
2026-02-28,ORD-65100,Chicken Wings,Appetizers,1,10,10,4.0
2026-02-28,ORD-99681,Caesar Salad,Salads,1,12,12,4.0
2026-02-28,ORD-85149,Beef Burger,Burgers,2,14,28,12.0
2026-02-28,ORD-74076,Soda,Drinks,1,3,3,0.5
2026-02-28,ORD-34951,Pepperoni Pizza,Pizza,2,18,36,12.0
2026-02-28,ORD-94884,Soda,Drinks,1,3,3,0.5
2026-02-28,ORD-24296,Caesar Salad,Salads,1,12,12,4.0
2026-02-28,ORD-12562,Margherita Pizza,Pizza,4,15,60,20.0
2026-02-28,ORD-92671,Coffee,Drinks,3,4,12,3.0
2026-02-28,ORD-32095,Chicken Wings,Appetizers,1,10,10,4.0
2026-02-28,ORD-69632,Margherita Pizza,Pizza,5,15,75,25.0
2026-02-28,ORD-48047,Margherita Pizza,Pizza,2,15,30,10.0
2026-02-28,ORD-57837,Margherita Pizza,Pizza,2,15,30,10.0
2026-02-28,ORD-85269,Caesar Salad,Salads,3,12,36,12.0
2026-02-28,ORD-95692,Coffee,Drinks,1,4,4,1.0
2026-02-28,ORD-79087,Coffee,Drinks,2,4,8,2.0
2026-02-28,ORD-69484,French Fries,Sides,3,5,15,4.5
2026-02-28,ORD-39737,French Fries,Sides,1,5,5,1.5
2026-02-28,ORD-99656,Chicken Wings,Appetizers,2,10,20,8.0
2026-02-28,ORD-73963,Coffee,Drinks,3,4,12,3.0
2026-03-01,ORD-68636,Chicken Wings,Appetizers,3,10,30,12.0
2026-03-01,ORD-76148,Bruschetta,Appetizers,1,7,7,2.5
2026-03-01,ORD-96915,Margherita Pizza,Pizza,3,15,45,15.0
2026-03-01,ORD-82333,Soda,Drinks,3,3,9,1.5
2026-03-01,ORD-67603,Bruschetta,Appetizers,1,7,7,2.5
2026-03-01,ORD-48976,Beef Burger,Burgers,1,14,14,6.0
2026-03-01,ORD-43589,Coffee,Drinks,2,4,8,2.0
2026-03-01,ORD-58855,Coffee,Drinks,2,4,8,2.0
2026-03-01,ORD-93914,Tiramisu,Desserts,1,8,8,3.0
2026-03-01,ORD-51416,Beef Burger,Burgers,1,14,14,6.0
2026-03-01,ORD-68078,French Fries,Sides,3,5,15,4.5
2026-03-01,ORD-38277,Beef Burger,Burgers,2,14,28,12.0
2026-03-01,ORD-44326,Caesar Salad,Salads,2,12,24,8.0
2026-03-01,ORD-67069,Coffee,Drinks,2,4,8,2.0
2026-03-01,ORD-15145,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-03-01,ORD-31034,Margherita Pizza,Pizza,3,15,45,15.0
2026-03-01,ORD-50386,Margherita Pizza,Pizza,4,15,60,20.0
2026-03-01,ORD-79575,Soda,Drinks,2,3,6,1.0
2026-03-01,ORD-79470,Margherita Pizza,Pizza,3,15,45,15.0
2026-03-01,ORD-38083,Tiramisu,Desserts,1,8,8,3.0
2026-03-01,ORD-52805,Beef Burger,Burgers,2,14,28,12.0
2026-03-01,ORD-24677,Chicken Wings,Appetizers,3,10,30,12.0
2026-03-01,ORD-30667,Soda,Drinks,2,3,6,1.0
2026-03-01,ORD-96946,French Fries,Sides,2,5,10,3.0
2026-03-01,ORD-66650,Coffee,Drinks,1,4,4,1.0
2026-03-01,ORD-34852,Margherita Pizza,Pizza,2,15,30,10.0
2026-03-01,ORD-40610,French Fries,Sides,3,5,15,4.5
2026-03-01,ORD-38105,Soda,Drinks,3,3,9,1.5
2026-03-01,ORD-96036,Margherita Pizza,Pizza,5,15,75,25.0
2026-03-01,ORD-19316,Margherita Pizza,Pizza,4,15,60,20.0
2026-03-01,ORD-16407,French Fries,Sides,1,5,5,1.5
2026-03-01,ORD-19996,Caesar Salad,Salads,2,12,24,8.0
2026-03-01,ORD-14037,Beef Burger,Burgers,2,14,28,12.0
2026-03-01,ORD-99264,French Fries,Sides,2,5,10,3.0
2026-03-01,ORD-10600,Beef Burger,Burgers,2,14,28,12.0
2026-03-01,ORD-96143,Tiramisu,Desserts,1,8,8,3.0
2026-03-01,ORD-29378,Caesar Salad,Salads,2,12,24,8.0
2026-03-01,ORD-92713,Coffee,Drinks,1,4,4,1.0
2026-03-01,ORD-62464,Margherita Pizza,Pizza,2,15,30,10.0
2026-03-01,ORD-71007,Soda,Drinks,3,3,9,1.5
2026-03-01,ORD-96308,Beef Burger,Burgers,3,14,42,18.0
2026-03-01,ORD-58043,Caesar Salad,Salads,1,12,12,4.0
2026-03-01,ORD-58561,Beef Burger,Burgers,1,14,14,6.0
2026-03-01,ORD-29037,French Fries,Sides,2,5,10,3.0
2026-03-01,ORD-16556,Tiramisu,Desserts,2,8,16,6.0
2026-03-01,ORD-81857,French Fries,Sides,3,5,15,4.5
2026-03-01,ORD-47287,Chicken Wings,Appetizers,1,10,10,4.0
2026-03-01,ORD-72243,Coffee,Drinks,1,4,4,1.0
2026-03-01,ORD-70509,Beef Burger,Burgers,1,14,14,6.0
2026-03-01,ORD-42203,Soda,Drinks,1,3,3,0.5
2026-03-01,ORD-78413,Soda,Drinks,2,3,6,1.0
2026-03-01,ORD-24257,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-03-01,ORD-11641,Tiramisu,Desserts,3,8,24,9.0
2026-03-01,ORD-54793,Beef Burger,Burgers,1,14,14,6.0
2026-03-01,ORD-30019,Tiramisu,Desserts,1,8,8,3.0
2026-03-01,ORD-92470,Beef Burger,Burgers,3,14,42,18.0
2026-03-01,ORD-57399,Caesar Salad,Salads,1,12,12,4.0
2026-03-01,ORD-35467,Soda,Drinks,1,3,3,0.5
2026-03-01,ORD-75803,French Fries,Sides,2,5,10,3.0
2026-03-01,ORD-53814,Caesar Salad,Salads,2,12,24,8.0
2026-03-01,ORD-81354,Tiramisu,Desserts,3,8,24,9.0
2026-03-01,ORD-88157,French Fries,Sides,1,5,5,1.5
2026-03-01,ORD-70800,Beef Burger,Burgers,1,14,14,6.0
2026-03-01,ORD-63206,Coffee,Drinks,1,4,4,1.0
2026-03-01,ORD-97590,Chicken Wings,Appetizers,1,10,10,4.0
2026-03-01,ORD-19846,Coffee,Drinks,2,4,8,2.0
2026-03-01,ORD-26523,Beef Burger,Burgers,2,14,28,12.0
2026-03-01,ORD-23326,Pepperoni Pizza,Pizza,1,18,18,6.0
2026-03-01,ORD-52238,Beef Burger,Burgers,3,14,42,18.0
2026-03-01,ORD-95244,Beef Burger,Burgers,3,14,42,18.0
2026-03-01,ORD-98663,Tiramisu,Desserts,3,8,24,9.0
2026-03-01,ORD-59488,Chicken Wings,Appetizers,3,10,30,12.0
2026-03-01,ORD-32499,Chicken Wings,Appetizers,3,10,30,12.0
2026-03-01,ORD-91743,Margherita Pizza,Pizza,3,15,45,15.0
2026-03-01,ORD-33331,Margherita Pizza,Pizza,4,15,60,20.0
2026-03-01,ORD-99442,Beef Burger,Burgers,2,14,28,12.0
2026-03-01,ORD-57529,Tiramisu,Desserts,1,8,8,3.0
2026-03-02,ORD-67114,Chicken Wings,Appetizers,1,10,10,4.0
2026-03-02,ORD-77565,French Fries,Sides,3,5,15,4.5
2026-03-02,ORD-41625,Chicken Wings,Appetizers,2,10,20,8.0
2026-03-02,ORD-15507,Soda,Drinks,1,3,3,0.5
2026-03-02,ORD-40894,Tiramisu,Desserts,1,8,8,3.0
2026-03-02,ORD-35762,Coffee,Drinks,1,4,4,1.0
