Date,Invoice #,Customer Name,Product,Qty,Unit Price,Amount,Cost
2026-02-13,INV-847631,BigBuy Distribution,Premium Widget,463,150,69450,55560
2026-02-13,INV-699899,Small Dealer 24,Premium Widget,271,150,40650,32520
2026-02-14,INV-348855,Small Dealer 10,Declining Product,31,100,3100,2015
2026-02-14,INV-724594,Small Dealer 1,Declining Product,221,100,22100,14365
2026-02-14,INV-730544,Small Dealer 12,Gadget Lite,190,90,17100,10450
2026-02-14,INV-448799,Small Dealer 25,Standard Widget,198,80,15840,9900
2026-02-14,INV-632455,MegaMart Corp,Gadget Lite,41,90,3690,2255
2026-02-14,INV-568332,Small Dealer 5,Gadget Pro,88,250,22000,15400
2026-02-14,INV-904927,SuperStore Inc,Budget Widget,238,30,7140,4284
2026-02-14,INV-490179,Small Dealer 21,Declining Product,149,100,14900,9685
2026-02-14,INV-842433,MegaMart Corp,Budget Widget,155,30,4650,2790
2026-02-14,INV-255592,MegaMart Corp,Low Stock Item,239,200,47800,31070
2026-02-14,INV-950835,Small Dealer 24,Low Stock Item,425,200,85000,55250
2026-02-14,INV-447009,MegaMart Corp,Gadget Pro,155,250,38750,27125
2026-02-14,INV-972549,Small Dealer 20,Budget Widget,290,30,8700,5220
2026-02-15,INV-210648,BigBuy Distribution,Gadget Lite,467,90,42030,25685
2026-02-15,INV-691019,MegaMart Corp,Standard Widget,357,80,28560,17850
2026-02-15,INV-612312,SuperStore Inc,Gadget Pro,442,250,110500,77350
2026-02-15,INV-331732,SuperStore Inc,Budget Widget,310,30,9300,5580
2026-02-15,INV-572281,MegaMart Corp,Standard Widget,407,80,32560,20350
2026-02-15,INV-929669,SuperStore Inc,Low Stock Item,385,200,77000,50050
2026-02-15,INV-262387,SuperStore Inc,Premium Widget,410,150,61500,49200
2026-02-15,INV-165802,SuperStore Inc,Standard Widget,422,80,33760,21100
2026-02-15,INV-218673,Small Dealer 27,Budget Widget,495,30,14850,8910
2026-02-15,INV-620551,Small Dealer 7,Budget Widget,62,30,1860,1116
2026-02-15,INV-158596,Small Dealer 21,Gadget Lite,35,90,3150,1925
2026-02-15,INV-352349,SuperStore Inc,Budget Widget,294,30,8820,5292
2026-02-15,INV-452543,Small Dealer 12,Budget Widget,328,30,9840,5904
2026-02-15,INV-229002,Small Dealer 12,Declining Product,500,100,50000,32500
2026-02-15,INV-313424,BigBuy Distribution,Gadget Pro,119,250,29750,20825
2026-02-15,INV-901415,BigBuy Distribution,Declining Product,450,100,45000,29250
2026-02-15,INV-960222,BigBuy Distribution,Premium Widget,296,150,44400,35520
2026-02-16,INV-879949,MegaMart Corp,Budget Widget,421,30,12630,7578
2026-02-16,INV-896007,MegaMart Corp,Low Stock Item,223,200,44600,28990
2026-02-16,INV-596657,Small Dealer 10,Standard Widget,50,80,4000,2500
2026-02-16,INV-686316,SuperStore Inc,Gadget Pro,251,250,62750,43925
2026-02-16,INV-853084,MegaMart Corp,Premium Widget,330,150,49500,39600
2026-02-16,INV-509960,BigBuy Distribution,Standard Widget,124,80,9920,6200
2026-02-16,INV-745988,MegaMart Corp,Gadget Lite,490,90,44100,26950
2026-02-16,INV-800689,Small Dealer 8,Gadget Lite,45,90,4050,2475
2026-02-16,INV-642798,Small Dealer 2,Low Stock Item,304,200,60800,39520
2026-02-16,INV-812210,Small Dealer 18,Budget Widget,340,30,10200,6120
2026-02-16,INV-489866,MegaMart Corp,Premium Widget,198,150,29700,23760
2026-02-16,INV-182081,Small Dealer 18,Standard Widget,315,80,25200,15750
2026-02-16,INV-281625,SuperStore Inc,Gadget Lite,114,90,10260,6270
2026-02-16,INV-134580,SuperStore Inc,Budget Widget,34,30,1020,612
2026-02-16,INV-869201,MegaMart Corp,Gadget Pro,357,250,89250,62475
2026-02-16,INV-354797,MegaMart Corp,Low Stock Item,231,200,46200,30030
2026-02-16,INV-102557,MegaMart Corp,Standard Widget,475,80,38000,23750
2026-02-16,INV-687743,Small Dealer 29,Standard Widget,288,80,23040,14400
2026-02-16,INV-786694,BigBuy Distribution,Standard Widget,493,80,39440,24650
2026-02-16,INV-744809,Small Dealer 3,Low Stock Item,282,200,56400,36660
2026-02-16,INV-571643,SuperStore Inc,Budget Widget,497,30,14910,8946
2026-02-16,INV-553275,SuperStore Inc,Gadget Lite,241,90,21690,13255
2026-02-16,INV-984288,BigBuy Distribution,Budget Widget,460,30,13800,8280
2026-02-16,INV-343883,Small Dealer 24,Premium Widget,288,150,43200,34560
2026-02-16,INV-408224,BigBuy Distribution,Premium Widget,105,150,15750,12600
2026-02-16,INV-421864,BigBuy Distribution,Gadget Lite,221,90,19890,12155
2026-02-16,INV-779733,MegaMart Corp,Budget Widget,247,30,7410,4446
2026-02-16,INV-898622,BigBuy Distribution,Gadget Lite,95,90,8550,5225
2026-02-16,INV-197438,BigBuy Distribution,Budget Widget,275,30,8250,4950
2026-02-16,INV-276962,Small Dealer 9,Low Stock Item,300,200,60000,39000
2026-02-16,INV-369739,BigBuy Distribution,Declining Product,166,100,16600,10790
2026-02-16,INV-696678,BigBuy Distribution,Standard Widget,416,80,33280,20800
2026-02-17,INV-442922,Small Dealer 8,Premium Widget,424,150,63600,50880
2026-02-17,INV-260008,BigBuy Distribution,Budget Widget,15,30,450,270
2026-02-17,INV-988029,BigBuy Distribution,Gadget Lite,15,90,1350,825
2026-02-17,INV-381300,BigBuy Distribution,Gadget Lite,202,90,18180,11110
2026-02-17,INV-227648,Small Dealer 26,Low Stock Item,42,200,8400,5460
2026-02-17,INV-245862,Small Dealer 18,Standard Widget,439,80,35120,21950
2026-02-17,INV-909617,MegaMart Corp,Standard Widget,350,80,28000,17500
2026-02-17,INV-502347,BigBuy Distribution,Standard Widget,146,80,11680,7300
2026-02-17,INV-155000,MegaMart Corp,Standard Widget,472,80,37760,23600
2026-02-17,INV-841345,MegaMart Corp,Standard Widget,258,80,20640,12900
2026-02-17,INV-808302,SuperStore Inc,Premium Widget,208,150,31200,24960
2026-02-17,INV-615836,Small Dealer 7,Low Stock Item,221,200,44200,28730
2026-02-17,INV-619855,Small Dealer 23,Low Stock Item,177,200,35400,23010
2026-02-17,INV-445718,MegaMart Corp,Budget Widget,413,30,12390,7434
2026-02-17,INV-441365,SuperStore Inc,Gadget Pro,419,250,104750,73325
2026-02-17,INV-783384,Small Dealer 15,Gadget Pro,214,250,53500,37450
2026-02-17,INV-940058,Small Dealer 26,Budget Widget,432,30,12960,7776
2026-02-17,INV-102232,SuperStore Inc,Low Stock Item,356,200,71200,46280
2026-02-17,INV-991006,SuperStore Inc,Budget Widget,44,30,1320,792
2026-02-17,INV-602244,Small Dealer 13,Gadget Pro,393,250,98250,68775
2026-02-17,INV-730880,Small Dealer 9,Gadget Pro,140,250,35000,24500
2026-02-17,INV-589571,SuperStore Inc,Standard Widget,94,80,7520,4700
2026-02-17,INV-555494,SuperStore Inc,Premium Widget,140,150,21000,16800
2026-02-17,INV-286197,SuperStore Inc,Gadget Lite,139,90,12510,7645
2026-02-17,INV-818272,SuperStore Inc,Standard Widget,54,80,4320,2700
2026-02-17,INV-850108,SuperStore Inc,Budget Widget,243,30,7290,4374
2026-02-17,INV-361682,SuperStore Inc,Standard Widget,35,80,2800,1750
2026-02-18,INV-653313,BigBuy Distribution,Premium Widget,302,150,45300,36240
2026-02-18,INV-456863,BigBuy Distribution,Premium Widget,421,150,63150,50520
2026-02-18,INV-334669,BigBuy Distribution,Premium Widget,130,150,19500,15600
2026-02-18,INV-669820,BigBuy Distribution,Budget Widget,35,30,1050,630
2026-02-18,INV-294646,SuperStore Inc,Standard Widget,477,80,38160,23850
2026-02-18,INV-598905,Small Dealer 23,Low Stock Item,266,200,53200,34580
2026-02-18,INV-295210,Small Dealer 14,Gadget Pro,114,250,28500,19950
2026-02-18,INV-851477,Small Dealer 22,Low Stock Item,364,200,72800,47320
2026-02-18,INV-314386,SuperStore Inc,Standard Widget,116,80,9280,5800
2026-02-18,INV-181181,Small Dealer 26,Low Stock Item,325,200,65000,42250
2026-02-18,INV-481294,Small Dealer 16,Premium Widget,29,150,4350,3480
2026-02-18,INV-380254,BigBuy Distribution,Premium Widget,280,150,42000,33600
2026-02-18,INV-409824,BigBuy Distribution,Gadget Lite,436,90,39240,23980
2026-02-18,INV-727675,SuperStore Inc,Budget Widget,326,30,9780,5868
2026-02-18,INV-200330,BigBuy Distribution,Low Stock Item,229,200,45800,29770
2026-02-18,INV-431905,Small Dealer 26,Budget Widget,120,30,3600,2160
2026-02-18,INV-146920,Small Dealer 17,Gadget Lite,109,90,9810,5995
2026-02-18,INV-602409,MegaMart Corp,Gadget Pro,257,250,64250,44975
2026-02-19,INV-331552,Small Dealer 24,Budget Widget,73,30,2190,1314
2026-02-19,INV-887659,MegaMart Corp,Premium Widget,314,150,47100,37680
2026-02-19,INV-676464,MegaMart Corp,Premium Widget,215,150,32250,25800
2026-02-19,INV-310938,SuperStore Inc,Budget Widget,421,30,12630,7578
2026-02-19,INV-350826,Small Dealer 4,Budget Widget,238,30,7140,4284
2026-02-19,INV-357770,Small Dealer 5,Premium Widget,155,150,23250,18600
2026-02-19,INV-311022,MegaMart Corp,Standard Widget,123,80,9840,6150
2026-02-19,INV-634975,SuperStore Inc,Budget Widget,183,30,5490,3294
2026-02-19,INV-441692,MegaMart Corp,Budget Widget,242,30,7260,4356
2026-02-19,INV-524864,MegaMart Corp,Gadget Pro,133,250,33250,23275
2026-02-19,INV-250967,SuperStore Inc,Gadget Pro,39,250,9750,6825
2026-02-19,INV-108077,SuperStore Inc,Premium Widget,13,150,1950,1560
2026-02-19,INV-982879,Small Dealer 12,Gadget Pro,442,250,110500,77350
2026-02-19,INV-143693,Small Dealer 14,Low Stock Item,259,200,51800,33670
2026-02-19,INV-179707,MegaMart Corp,Budget Widget,246,30,7380,4428
2026-02-19,INV-647933,Small Dealer 6,Premium Widget,367,150,55050,44040
2026-02-19,INV-312451,SuperStore Inc,Declining Product,316,100,31600,20540
2026-02-19,INV-934394,Small Dealer 8,Budget Widget,419,30,12570,7542
2026-02-19,INV-342584,MegaMart Corp,Gadget Lite,366,90,32940,20130
2026-02-19,INV-395568,SuperStore Inc,Budget Widget,281,30,8430,5058
2026-02-19,INV-538937,Small Dealer 23,Budget Widget,51,30,1530,918
2026-02-19,INV-338238,MegaMart Corp,Gadget Pro,280,250,70000,49000
2026-02-19,INV-816601,SuperStore Inc,Standard Widget,212,80,16960,10600
2026-02-19,INV-450568,BigBuy Distribution,Low Stock Item,411,200,82200,53430
2026-02-19,INV-215730,BigBuy Distribution,Budget Widget,388,30,11640,6984
2026-02-19,INV-419382,MegaMart Corp,Gadget Pro,27,250,6750,4725
2026-02-19,INV-844588,BigBuy Distribution,Premium Widget,175,150,26250,21000
2026-02-19,INV-431415,BigBuy Distribution,Premium Widget,408,150,61200,48960
2026-02-19,INV-398249,BigBuy Distribution,Standard Widget,107,80,8560,5350
2026-02-20,INV-536886,Small Dealer 24,Standard Widget,124,80,9920,6200
2026-02-20,INV-605407,MegaMart Corp,Premium Widget,171,150,25650,20520
2026-02-20,INV-302907,Small Dealer 12,Gadget Pro,164,250,41000,28700
2026-02-20,INV-959446,MegaMart Corp,Premium Widget,305,150,45750,36600
2026-02-20,INV-908524,SuperStore Inc,Premium Widget,217,150,32550,26040
2026-02-20,INV-770865,Small Dealer 8,Declining Product,26,100,2600,1690
2026-02-20,INV-111244,MegaMart Corp,Gadget Lite,246,90,22140,13530
2026-02-20,INV-164474,Small Dealer 24,Budget Widget,235,30,7050,4230
2026-02-20,INV-834077,MegaMart Corp,Budget Widget,370,30,11100,6660
2026-02-20,INV-812991,Small Dealer 6,Low Stock Item,470,200,94000,61100
2026-02-20,INV-758071,Small Dealer 8,Gadget Lite,118,90,10620,6490
2026-02-20,INV-654891,BigBuy Distribution,Budget Widget,204,30,6120,3672
2026-02-20,INV-493190,SuperStore Inc,Low Stock Item,237,200,47400,30810
2026-02-20,INV-875418,BigBuy Distribution,Premium Widget,262,150,39300,31440
2026-02-20,INV-350588,BigBuy Distribution,Gadget Lite,298,90,26820,16390
2026-02-20,INV-818936,BigBuy Distribution,Premium Widget,39,150,5850,4680
2026-02-20,INV-188040,SuperStore Inc,Gadget Lite,311,90,27990,17105
2026-02-20,INV-298395,Small Dealer 20,Gadget Lite,290,90,26100,15950
2026-02-20,INV-717462,BigBuy Distribution,Premium Widget,259,150,38850,31080
2026-02-20,INV-623834,SuperStore Inc,Budget Widget,339,30,10170,6102
2026-02-20,INV-370218,BigBuy Distribution,Gadget Pro,428,250,107000,74900
2026-02-21,INV-852222,SuperStore Inc,Budget Widget,370,30,11100,6660
2026-02-21,INV-968257,Small Dealer 10,Gadget Lite,191,90,17190,10505
2026-02-21,INV-312474,BigBuy Distribution,Budget Widget,302,30,9060,5436
2026-02-21,INV-107032,SuperStore Inc,Gadget Lite,198,90,17820,10890
2026-02-21,INV-112949,SuperStore Inc,Standard Widget,455,80,36400,22750
2026-02-21,INV-254355,BigBuy Distribution,Budget Widget,227,30,6810,4086
2026-02-21,INV-216034,Small Dealer 24,Standard Widget,240,80,19200,12000
2026-02-21,INV-925896,BigBuy Distribution,Gadget Pro,206,250,51500,36050
2026-02-21,INV-557294,Small Dealer 3,Premium Widget,297,150,44550,35640
2026-02-21,INV-127671,MegaMart Corp,Gadget Pro,70,250,17500,12250
2026-02-21,INV-557184,Small Dealer 29,Gadget Lite,122,90,10980,6710
2026-02-21,INV-718206,Small Dealer 19,Gadget Pro,44,250,11000,7700
2026-02-21,INV-682743,BigBuy Distribution,Premium Widget,427,150,64050,51240
2026-02-21,INV-305840,SuperStore Inc,Premium Widget,35,150,5250,4200
2026-02-21,INV-799160,Small Dealer 16,Gadget Pro,217,250,54250,37975
2026-02-21,INV-985007,MegaMart Corp,Budget Widget,485,30,14550,8730
2026-02-21,INV-584266,Small Dealer 22,Gadget Pro,278,250,69500,48650
2026-02-21,INV-923021,SuperStore Inc,Gadget Lite,263,90,23670,14465
2026-02-21,INV-586692,SuperStore Inc,Gadget Pro,311,250,77750,54425
2026-02-21,INV-205441,SuperStore Inc,Low Stock Item,76,200,15200,9880
2026-02-21,INV-870964,SuperStore Inc,Declining Product,405,100,40500,26325
2026-02-21,INV-129539,SuperStore Inc,Budget Widget,232,30,6960,4176
2026-02-21,INV-433378,Small Dealer 15,Standard Widget,335,80,26800,16750
2026-02-21,INV-819162,Small Dealer 12,Declining Product,298,100,29800,19370
2026-02-21,INV-256548,BigBuy Distribution,Gadget Lite,95,90,8550,5225
2026-02-21,INV-520760,MegaMart Corp,Standard Widget,198,80,15840,9900
2026-02-21,INV-874402,BigBuy Distribution,Gadget Lite,301,90,27090,16555
2026-02-21,INV-656423,Small Dealer 26,Budget Widget,384,30,11520,6912
2026-02-21,INV-147064,Small Dealer 20,Standard Widget,190,80,15200,9500
2026-02-21,INV-589659,SuperStore Inc,Premium Widget,227,150,34050,27240
2026-02-21,INV-650440,Small Dealer 29,Gadget Lite,379,90,34110,20845
2026-02-22,INV-226508,MegaMart Corp,Budget Widget,287,30,8610,5166
2026-02-22,INV-862250,BigBuy Distribution,Premium Widget,260,150,39000,31200
2026-02-22,INV-623371,BigBuy Distribution,Declining Product,154,100,15400,10010
2026-02-22,INV-744055,MegaMart Corp,Budget Widget,452,30,13560,8136
2026-02-22,INV-449272,Small Dealer 22,Gadget Pro,493,250,123250,86275
2026-02-22,INV-346621,Small Dealer 10,Standard Widget,284,80,22720,14200
2026-02-22,INV-592490,BigBuy Distribution,Low Stock Item,312,200,62400,40560
2026-02-22,INV-910571,Small Dealer 6,Budget Widget,84,30,2520,1512
2026-02-22,INV-164573,MegaMart Corp,Low Stock Item,112,200,22400,14560
2026-02-22,INV-771520,Small Dealer 29,Budget Widget,228,30,6840,4104
2026-02-22,INV-705375,MegaMart Corp,Declining Product,67,100,6700,4355
2026-02-22,INV-298337,SuperStore Inc,Low Stock Item,304,200,60800,39520
2026-02-22,INV-323228,MegaMart Corp,Gadget Pro,29,250,7250,5075
2026-02-22,INV-601628,MegaMart Corp,Gadget Lite,294,90,26460,16170
2026-02-22,INV-512420,MegaMart Corp,Budget Widget,338,30,10140,6084
2026-02-22,INV-858852,BigBuy Distribution,Gadget Lite,387,90,34830,21285
2026-02-22,INV-445426,Small Dealer 12,Standard Widget,130,80,10400,6500
2026-02-22,INV-242345,Small Dealer 6,Declining Product,37,100,3700,2405
2026-02-22,INV-614808,SuperStore Inc,Gadget Lite,291,90,26190,16005
2026-02-22,INV-295346,BigBuy Distribution,Premium Widget,68,150,10200,8160
2026-02-22,INV-796729,SuperStore Inc,Low Stock Item,447,200,89400,58110
2026-02-22,INV-228157,SuperStore Inc,Gadget Pro,198,250,49500,34650
2026-02-22,INV-233729,BigBuy Distribution,Standard Widget,419,80,33520,20950
2026-02-23,INV-552462,MegaMart Corp,Declining Product,271,100,27100,17615
2026-02-23,INV-695232,MegaMart Corp,Gadget Lite,135,90,12150,7425
2026-02-23,INV-984990,Small Dealer 22,Gadget Pro,425,250,106250,74375
2026-02-23,INV-431628,BigBuy Distribution,Gadget Pro,38,250,9500,6650
2026-02-23,INV-618991,SuperStore Inc,Gadget Pro,348,250,87000,60900
2026-02-23,INV-182709,Small Dealer 25,Gadget Lite,298,90,26820,16390
2026-02-23,INV-231637,MegaMart Corp,Premium Widget,478,150,71700,57360
2026-02-23,INV-434773,Small Dealer 7,Budget Widget,338,30,10140,6084
2026-02-23,INV-829460,MegaMart Corp,Low Stock Item,483,200,96600,62790
2026-02-23,INV-468803,BigBuy Distribution,Budget Widget,263,30,7890,4734
2026-02-23,INV-581744,BigBuy Distribution,Standard Widget,470,80,37600,23500
2026-02-23,INV-136322,BigBuy Distribution,Budget Widget,273,30,8190,4914
2026-02-23,INV-537995,Small Dealer 15,Gadget Pro,190,250,47500,33250
2026-02-24,INV-704627,Small Dealer 9,Standard Widget,112,80,8960,5600
2026-02-24,INV-582986,BigBuy Distribution,Declining Product,414,100,41400,26910
2026-02-24,INV-430745,Small Dealer 26,Low Stock Item,284,200,56800,36920
2026-02-24,INV-385502,SuperStore Inc,Low Stock Item,398,200,79600,51740
2026-02-24,INV-385827,BigBuy Distribution,Gadget Pro,478,250,119500,83650
2026-02-24,INV-851675,MegaMart Corp,Premium Widget,412,150,61800,49440
2026-02-24,INV-610430,SuperStore Inc,Standard Widget,449,80,35920,22450
2026-02-24,INV-257552,SuperStore Inc,Gadget Lite,309,90,27810,16995
2026-02-24,INV-650053,MegaMart Corp,Premium Widget,445,150,66750,53400
2026-02-24,INV-771481,Small Dealer 17,Low Stock Item,459,200,91800,59670
2026-02-24,INV-219143,BigBuy Distribution,Low Stock Item,338,200,67600,43940
2026-02-24,INV-758145,MegaMart Corp,Gadget Lite,443,90,39870,24365
2026-02-24,INV-320344,SuperStore Inc,Declining Product,174,100,17400,11310
2026-02-24,INV-205639,BigBuy Distribution,Gadget Pro,49,250,12250,8575
2026-02-25,INV-297816,SuperStore Inc,Premium Widget,447,150,67050,53640
2026-02-25,INV-820493,SuperStore Inc,Budget Widget,440,30,13200,7920
2026-02-25,INV-450563,MegaMart Corp,Budget Widget,436,30,13080,7848
2026-02-25,INV-286508,Small Dealer 10,Declining Product,11,100,1100,715
2026-02-25,INV-843491,Small Dealer 27,Standard Widget,184,80,14720,9200
2026-02-25,INV-829564,SuperStore Inc,Low Stock Item,373,200,74600,48490
2026-02-25,INV-398310,BigBuy Distribution,Standard Widget,301,80,24080,15050
2026-02-25,INV-358075,MegaMart Corp,Gadget Lite,237,90,21330,13035
2026-02-25,INV-501630,Small Dealer 8,Budget Widget,207,30,6210,3726
2026-02-25,INV-457062,Small Dealer 26,Low Stock Item,484,200,96800,62920
2026-02-25,INV-794148,Small Dealer 9,Declining Product,379,100,37900,24635
2026-02-26,INV-994679,MegaMart Corp,Low Stock Item,279,200,55800,36270
2026-02-26,INV-873995,SuperStore Inc,Gadget Pro,400,250,100000,70000
2026-02-26,INV-278737,MegaMart Corp,Premium Widget,477,150,71550,57240
2026-02-26,INV-454370,BigBuy Distribution,Premium Widget,259,150,38850,31080
2026-02-26,INV-736876,SuperStore Inc,Low Stock Item,31,200,6200,4030
2026-02-26,INV-190066,SuperStore Inc,Gadget Pro,434,250,108500,75950
2026-02-26,INV-301059,SuperStore Inc,Budget Widget,72,30,2160,1296
2026-02-26,INV-457086,Small Dealer 1,Standard Widget,275,80,22000,13750
2026-02-27,INV-552035,MegaMart Corp,Budget Widget,473,30,14190,8514
2026-02-27,INV-222235,Small Dealer 29,Budget Widget,292,30,8760,5256
2026-02-27,INV-491339,BigBuy Distribution,Premium Widget,351,150,52650,42120
2026-02-27,INV-162436,Small Dealer 18,Standard Widget,299,80,23920,14950
2026-02-27,INV-418785,Small Dealer 6,Gadget Pro,421,250,105250,73675
2026-02-27,INV-713308,MegaMart Corp,Premium Widget,426,150,63900,51120
2026-02-27,INV-782004,Small Dealer 21,Gadget Pro,62,250,15500,10850
2026-02-27,INV-737119,BigBuy Distribution,Low Stock Item,476,200,95200,61880
2026-02-27,INV-398051,MegaMart Corp,Budget Widget,66,30,1980,1188
2026-02-27,INV-638160,MegaMart Corp,Standard Widget,427,80,34160,21350
2026-02-27,INV-705286,Small Dealer 23,Gadget Pro,213,250,53250,37275
2026-02-27,INV-996239,BigBuy Distribution,Premium Widget,155,150,23250,18600
2026-02-27,INV-226569,SuperStore Inc,Standard Widget,12,80,960,600
2026-02-27,INV-213322,Small Dealer 27,Gadget Pro,25,250,6250,4375
2026-02-27,INV-749361,MegaMart Corp,Standard Widget,36,80,2880,1800
2026-02-27,INV-422147,Small Dealer 21,Budget Widget,369,30,11070,6642
2026-02-27,INV-509997,BigBuy Distribution,Low Stock Item,276,200,55200,35880
2026-02-27,INV-177702,BigBuy Distribution,Budget Widget,288,30,8640,5184
2026-02-27,INV-504315,Small Dealer 4,Standard Widget,348,80,27840,17400
2026-02-27,INV-736140,BigBuy Distribution,Budget Widget,496,30,14880,8928
2026-02-27,INV-386377,Small Dealer 14,Budget Widget,499,30,14970,8982
2026-02-27,INV-428576,Small Dealer 19,Premium Widget,475,150,71250,57000
2026-02-27,INV-686936,MegaMart Corp,Gadget Pro,68,250,17000,11900
2026-02-27,INV-299950,Small Dealer 29,Premium Widget,60,150,9000,7200
2026-02-27,INV-207312,SuperStore Inc,Standard Widget,121,80,9680,6050
2026-02-27,INV-347277,BigBuy Distribution,Gadget Lite,97,90,8730,5335
2026-02-27,INV-850010,BigBuy Distribution,Budget Widget,488,30,14640,8784
2026-02-27,INV-861819,Small Dealer 24,Standard Widget,85,80,6800,4250
2026-02-27,INV-918265,MegaMart Corp,Gadget Pro,134,250,33500,23450
2026-02-27,INV-975595,MegaMart Corp,Budget Widget,136,30,4080,2448
2026-02-27,INV-353484,Small Dealer 29,Budget Widget,91,30,2730,1638
2026-02-27,INV-953061,SuperStore Inc,Gadget Lite,30,90,2700,1650
2026-02-27,INV-910295,SuperStore Inc,Premium Widget,169,150,25350,20280
2026-02-27,INV-765301,BigBuy Distribution,Standard Widget,343,80,27440,17150
2026-02-27,INV-661263,Small Dealer 22,Low Stock Item,394,200,78800,51220
2026-02-27,INV-592585,BigBuy Distribution,Declining Product,475,100,47500,30875
2026-02-27,INV-623456,BigBuy Distribution,Gadget Pro,458,250,114500,80150
2026-02-27,INV-570623,MegaMart Corp,Premium Widget,30,150,4500,3600
2026-02-28,INV-154273,SuperStore Inc,Gadget Lite,362,90,32580,19910
2026-02-28,INV-929819,MegaMart Corp,Gadget Pro,28,250,7000,4900
2026-02-28,INV-805916,MegaMart Corp,Premium Widget,362,150,54300,43440
2026-02-28,INV-616996,Small Dealer 25,Low Stock Item,375,200,75000,48750
2026-02-28,INV-584391,Small Dealer 5,Budget Widget,418,30,12540,7524
2026-02-28,INV-291728,Small Dealer 5,Budget Widget,151,30,4530,2718
2026-02-28,INV-881127,SuperStore Inc,Premium Widget,233,150,34950,27960
2026-02-28,INV-317440,Small Dealer 18,Low Stock Item,353,200,70600,45890
2026-02-28,INV-889007,SuperStore Inc,Gadget Lite,232,90,20880,12760
2026-02-28,INV-345297,Small Dealer 25,Gadget Pro,375,250,93750,65625
2026-02-28,INV-330194,SuperStore Inc,Gadget Pro,104,250,26000,18200
2026-02-28,INV-277481,MegaMart Corp,Gadget Lite,292,90,26280,16060
2026-02-28,INV-499850,Small Dealer 17,Low Stock Item,107,200,21400,13910
2026-02-28,INV-914813,BigBuy Distribution,Gadget Pro,95,250,23750,16625
2026-02-28,INV-641036,Small Dealer 18,Gadget Pro,228,250,57000,39900
2026-02-28,INV-289420,BigBuy Distribution,Premium Widget,150,150,22500,18000
2026-02-28,INV-578788,Small Dealer 8,Budget Widget,472,30,14160,8496
2026-02-28,INV-744031,Small Dealer 8,Premium Widget,276,150,41400,33120
2026-02-28,INV-960481,BigBuy Distribution,Standard Widget,46,80,3680,2300
2026-02-28,INV-721984,SuperStore Inc,Gadget Pro,306,250,76500,53550
2026-02-28,INV-434232,MegaMart Corp,Gadget Pro,107,250,26750,18725
2026-02-28,INV-107168,BigBuy Distribution,Declining Product,187,100,18700,12155
2026-02-28,INV-619693,Small Dealer 28,Gadget Pro,11,250,2750,1925
2026-02-28,INV-678372,MegaMart Corp,Gadget Pro,295,250,73750,51625
2026-02-28,INV-396277,Small Dealer 29,Budget Widget,299,30,8970,5382
2026-02-28,INV-518904,Small Dealer 20,Low Stock Item,415,200,83000,53950
2026-02-28,INV-174126,SuperStore Inc,Standard Widget,403,80,32240,20150
2026-02-28,INV-706916,MegaMart Corp,Gadget Lite,176,90,15840,9680
2026-02-28,INV-369698,BigBuy Distribution,Gadget Lite,431,90,38790,23705
2026-03-01,INV-279636,SuperStore Inc,Budget Widget,393,30,11790,7074
2026-03-01,INV-452999,SuperStore Inc,Low Stock Item,180,200,36000,23400
2026-03-01,INV-878563,MegaMart Corp,Gadget Pro,27,250,6750,4725
2026-03-01,INV-200943,MegaMart Corp,Budget Widget,160,30,4800,2880
2026-03-01,INV-471601,MegaMart Corp,Gadget Pro,362,250,90500,63350
2026-03-01,INV-204335,BigBuy Distribution,Gadget Pro,483,250,120750,84525
2026-03-01,INV-549721,MegaMart Corp,Gadget Lite,423,90,38070,23265
2026-03-01,INV-110293,SuperStore Inc,Gadget Pro,319,250,79750,55825
2026-03-01,INV-364040,Small Dealer 11,Gadget Pro,25,250,6250,4375
2026-03-01,INV-249277,MegaMart Corp,Declining Product,473,100,47300,30745
2026-03-01,INV-836165,SuperStore Inc,Standard Widget,224,80,17920,11200
2026-03-01,INV-588764,BigBuy Distribution,Gadget Lite,424,90,38160,23320
2026-03-01,INV-966185,Small Dealer 2,Gadget Pro,111,250,27750,19425
2026-03-01,INV-671466,Small Dealer 7,Gadget Pro,432,250,108000,75600
2026-03-01,INV-166194,BigBuy Distribution,Premium Widget,235,150,35250,28200
2026-03-01,INV-752306,Small Dealer 28,Low Stock Item,427,200,85400,55510
2026-03-01,INV-470466,Small Dealer 19,Gadget Lite,127,90,11430,6985
2026-03-01,INV-877753,Small Dealer 10,Gadget Pro,236,250,59000,41300
2026-03-01,INV-245781,Small Dealer 24,Budget Widget,459,30,13770,8262
2026-03-01,INV-269063,Small Dealer 4,Premium Widget,472,150,70800,56640
2026-03-01,INV-356029,SuperStore Inc,Low Stock Item,226,200,45200,29380
2026-03-01,INV-173746,Small Dealer 16,Gadget Lite,121,90,10890,6655
2026-03-01,INV-315843,BigBuy Distribution,Gadget Lite,498,90,44820,27390
2026-03-01,INV-628344,MegaMart Corp,Premium Widget,283,150,42450,33960
2026-03-01,INV-552968,MegaMart Corp,Premium Widget,428,150,64200,51360
2026-03-01,INV-372017,Small Dealer 11,Gadget Lite,307,90,27630,16885
