Date,Invoice Number,Customer,Product,Quantity,Unit Price,Revenue,Cost
2026-01-29,INV-95755,Customer Alpha,Widget A,37,252.5,9342.5,7666.31
2026-01-29,INV-27555,Customer Gamma,Gadget X,69,14.01,966.69,605.99
2026-01-29,INV-16705,Customer Gamma,Widget C,98,207.59,20343.82,12436.39
2026-01-29,INV-60639,Customer Epsilon,Gadget Y,25,187.64,4691.0,3153.06
2026-01-29,INV-91689,Customer Delta,Gadget Y,98,279.43,27384.14,22080.59
2026-01-29,INV-54444,Customer Alpha,Gadget Y,17,487.79,8292.43,5792.06
2026-01-29,INV-62610,Customer Gamma,Gadget Y,97,80.69,7826.93,5875.02
2026-01-29,INV-72094,Customer Alpha,Gadget Y,6,29.07,174.42,135.77
2026-01-29,INV-52987,Customer Delta,Gadget Y,20,307.07,6141.4,4476.32
2026-01-29,INV-49221,Customer Gamma,Gadget Y,21,202.55,4253.55,3207.71
2026-01-29,INV-83783,Customer Gamma,Gadget Y,65,415.86,27030.9,19815.95
2026-01-30,INV-64596,Customer Alpha,Gadget X,48,172.31,8270.88,5189.16
2026-01-30,INV-88238,Customer Gamma,Gadget Y,93,437.33,40671.69,30801.29
2026-01-30,INV-85711,Customer Gamma,Gadget X,84,393.62,33064.08,26254.22
2026-01-30,INV-91230,Customer Alpha,Widget B,75,245.42,18406.5,13456.22
2026-01-30,INV-24404,Customer Beta,Gadget X,88,128.68,11323.84,8415.23
2026-01-30,INV-36724,Customer Alpha,Widget B,57,163.71,9331.47,5952.15
2026-01-30,INV-18163,Customer Epsilon,Gadget X,100,309.62,30962.0,22227.66
2026-01-30,INV-72701,Customer Epsilon,Widget B,27,284.83,7690.41,6533.24
2026-01-30,INV-79878,Customer Delta,Gadget Y,41,478.78,19629.98,14033.78
2026-01-30,INV-99226,Customer Epsilon,Widget C,46,341.18,15694.28,12820.87
2026-01-30,INV-83149,Customer Epsilon,Widget C,62,104.21,6461.02,4274.8
2026-01-30,INV-74094,Customer Beta,Widget C,39,387.88,15127.32,11742.21
2026-01-30,INV-45842,Customer Delta,Widget C,45,284.64,12808.8,10677.69
2026-01-30,INV-61712,Customer Alpha,Widget C,74,341.54,25273.96,17563.47
2026-01-31,INV-55398,Customer Gamma,Widget B,6,150.94,905.64,705.07
2026-01-31,INV-80592,Customer Gamma,Gadget X,96,244.75,23496.0,15284.55
2026-01-31,INV-86917,Customer Epsilon,Widget C,90,143.09,12878.1,8078.52
2026-01-31,INV-93616,Customer Beta,Widget B,7,338.22,2367.54,1734.84
2026-01-31,INV-23178,Customer Alpha,Widget B,13,212.52,2762.76,2153.13
2026-01-31,INV-95575,Customer Alpha,Widget B,71,489.18,34731.78,22210.46
2026-01-31,INV-52096,Customer Delta,Gadget X,84,107.73,9049.32,7610.28
2026-01-31,INV-80143,Customer Alpha,Widget C,99,53.84,5330.16,3963.15
2026-01-31,INV-14763,Customer Beta,Widget A,54,442.3,23884.2,15380.16
2026-01-31,INV-47941,Customer Delta,Gadget X,24,468.94,11254.56,9459.83
2026-01-31,INV-53914,Customer Alpha,Widget A,39,288.3,11243.7,7047.83
2026-01-31,INV-27589,Customer Delta,Widget C,83,276.22,22926.26,16586.65
2026-01-31,INV-31298,Customer Delta,Gadget Y,35,104.48,3656.8,2297.06
2026-01-31,INV-48669,Customer Gamma,Gadget X,92,101.24,9314.08,7303.68
2026-01-31,INV-63148,Customer Beta,Gadget Y,23,309.37,7115.51,5405.52
2026-01-31,INV-34219,Customer Epsilon,Gadget X,42,52.5,2205.0,1691.93
2026-02-01,INV-68554,Customer Gamma,Gadget X,32,13.35,427.2,297.29
2026-02-01,INV-44282,Customer Gamma,Widget C,39,295.41,11520.99,8562.62
2026-02-01,INV-30934,Customer Beta,Widget C,8,337.22,2697.76,1932.54
2026-02-01,INV-93717,Customer Epsilon,Gadget X,91,387.22,35237.02,27223.16
2026-02-01,INV-72676,Customer Gamma,Widget C,79,118.22,9339.38,7838.92
2026-02-01,INV-81989,Customer Delta,Widget B,96,494.53,47474.88,32919.38
2026-02-01,INV-99173,Customer Epsilon,Gadget X,86,414.55,35651.3,28181.1
2026-02-01,INV-20237,Customer Alpha,Gadget Y,68,228.91,15565.88,12078.21
2026-02-01,INV-36497,Customer Alpha,Gadget Y,8,416.1,3328.8,2748.66
2026-02-02,INV-86434,Customer Gamma,Widget B,67,226.5,15175.5,11686.26
2026-02-02,INV-27294,Customer Alpha,Gadget X,66,228.29,15067.14,9249.85
2026-02-02,INV-98181,Customer Delta,Gadget Y,59,286.32,16892.88,12495.65
2026-02-02,INV-38560,Customer Alpha,Widget C,51,134.68,6868.68,4126.39
2026-02-02,INV-80931,Customer Alpha,Gadget Y,6,217.61,1305.66,1012.01
2026-02-02,INV-27750,Customer Alpha,Widget A,61,25.55,1558.55,1094.44
2026-02-02,INV-59479,Customer Gamma,Gadget X,49,229.78,11259.22,9337.03
2026-02-02,INV-27431,Customer Alpha,Gadget X,88,482.43,42453.84,34754.34
2026-02-02,INV-26691,Customer Alpha,Widget C,23,496.49,11419.27,7973.67
2026-02-03,INV-65591,Customer Alpha,Widget A,39,236.87,9237.93,7203.49
2026-02-03,INV-46129,Customer Delta,Gadget Y,30,131.28,3938.4,2703.87
2026-02-03,INV-12050,Customer Alpha,Widget B,5,406.64,2033.2,1433.02
2026-02-03,INV-88352,Customer Beta,Widget B,9,59.44,534.96,325.47
2026-02-03,INV-80747,Customer Beta,Widget A,95,31.68,3009.6,2136.04
2026-02-03,INV-85511,Customer Alpha,Widget B,18,256.91,4624.38,3109.04
2026-02-03,INV-41051,Customer Epsilon,Widget C,77,388.54,29917.58,24071.55
2026-02-03,INV-46064,Customer Beta,Widget C,85,265.41,22559.85,15868.37
2026-02-03,INV-92050,Customer Epsilon,Widget A,76,441.06,33520.56,27751.48
2026-02-03,INV-94320,Customer Epsilon,Gadget X,64,32.97,2110.08,1447.73
2026-02-03,INV-49306,Customer Epsilon,Gadget X,41,351.19,14398.79,10108.88
2026-02-03,INV-39536,Customer Beta,Gadget X,97,273.58,26537.26,17521.01
2026-02-04,INV-83044,Customer Delta,Widget B,8,285.57,2284.56,1923.48
2026-02-04,INV-94765,Customer Beta,Gadget Y,50,129.0,6450.0,4197.88
2026-02-04,INV-34966,Customer Delta,Widget A,48,55.31,2654.88,2073.85
2026-02-04,INV-19539,Customer Gamma,Widget A,49,340.1,16664.9,12510.85
2026-02-04,INV-37379,Customer Epsilon,Widget B,93,339.01,31527.93,20627.28
2026-02-04,INV-25376,Customer Gamma,Widget C,2,113.79,227.58,147.36
2026-02-04,INV-41369,Customer Beta,Gadget X,90,306.16,27554.4,17941.45
2026-02-04,INV-95029,Customer Gamma,Gadget Y,100,148.7,14870.0,10655.29
2026-02-04,INV-71080,Customer Gamma,Widget C,34,186.23,6331.82,5196.54
2026-02-04,INV-58589,Customer Delta,Widget A,98,421.47,41304.06,34223.83
2026-02-04,INV-29126,Customer Delta,Widget C,6,285.64,1713.84,1123.11
2026-02-04,INV-64732,Customer Gamma,Widget A,71,468.03,33230.13,24749.33
2026-02-04,INV-42208,Customer Beta,Widget C,26,171.63,4462.38,3101.18
2026-02-04,INV-74044,Customer Epsilon,Gadget X,84,472.3,39673.2,27151.98
2026-02-05,INV-81636,Customer Beta,Gadget X,94,399.54,37556.76,24123.32
2026-02-05,INV-78674,Customer Beta,Gadget X,70,495.26,34668.2,29097.34
2026-02-05,INV-28021,Customer Alpha,Widget A,86,33.77,2904.22,1747.17
2026-02-05,INV-69770,Customer Alpha,Widget B,91,84.0,7644.0,5004.37
2026-02-05,INV-73334,Customer Alpha,Widget C,80,322.49,25799.2,21503.01
2026-02-05,INV-12192,Customer Alpha,Gadget X,1,270.78,270.78,190.31
2026-02-05,INV-98346,Customer Gamma,Gadget Y,69,488.96,33738.24,20387.53
2026-02-05,INV-41584,Customer Beta,Gadget X,14,459.84,6437.76,4706.62
2026-02-05,INV-62022,Customer Epsilon,Widget B,68,133.68,9090.24,6259.63
2026-02-05,INV-39603,Customer Gamma,Widget A,52,234.91,12215.32,8071.91
2026-02-05,INV-14152,Customer Alpha,Widget C,84,495.92,41657.28,31762.58
2026-02-05,INV-93459,Customer Delta,Widget A,49,194.81,9545.69,6863.36
2026-02-05,INV-53420,Customer Beta,Widget A,11,254.93,2804.23,1986.73
2026-02-05,INV-84289,Customer Alpha,Gadget Y,68,460.38,31305.84,20581.76
2026-02-05,INV-46749,Customer Gamma,Gadget X,6,462.84,2777.04,2141.4
2026-02-05,INV-51220,Customer Epsilon,Gadget Y,85,26.12,2220.2,1847.63
2026-02-05,INV-62205,Customer Beta,Widget A,76,80.65,6129.4,4935.23
2026-02-05,INV-61007,Customer Gamma,Widget A,21,286.34,6013.14,4459.79
2026-02-05,INV-20279,Customer Gamma,Gadget Y,50,380.25,19012.5,12072.7
2026-02-05,INV-19963,Customer Gamma,Gadget Y,7,57.87,405.09,266.56
2026-02-06,INV-13883,Customer Epsilon,Gadget Y,77,204.38,15737.26,12485.76
2026-02-06,INV-59207,Customer Delta,Widget C,63,121.79,7672.77,5664.49
2026-02-06,INV-91083,Customer Beta,Gadget X,88,297.08,26143.04,18169.89
2026-02-06,INV-59807,Customer Beta,Widget C,92,46.02,4233.84,2823.94
2026-02-06,INV-50405,Customer Delta,Widget B,41,186.74,7656.34,4768.98
2026-02-06,INV-34561,Customer Gamma,Gadget X,98,142.19,13934.62,8822.38
2026-02-06,INV-13442,Customer Delta,Gadget X,72,281.82,20291.04,14244.53
2026-02-06,INV-52523,Customer Gamma,Widget A,71,55.6,3947.6,2958.77
2026-02-06,INV-83339,Customer Alpha,Gadget X,38,212.77,8085.26,6426.1
2026-02-06,INV-28198,Customer Epsilon,Widget B,67,93.1,6237.7,4336.34
2026-02-06,INV-66973,Customer Gamma,Widget C,35,251.63,8807.05,5423.53
2026-02-06,INV-42990,Customer Delta,Widget C,39,247.27,9643.53,5971.57
2026-02-06,INV-27758,Customer Delta,Widget B,77,312.17,24037.09,17173.67
2026-02-06,INV-53193,Customer Alpha,Widget C,51,172.79,8812.29,6653.7
2026-02-06,INV-87908,Customer Gamma,Gadget X,56,409.58,22936.48,18690.41
2026-02-07,INV-51180,Customer Gamma,Widget C,78,474.17,36985.26,24048.29
2026-02-07,INV-74357,Customer Delta,Widget B,41,152.81,6265.21,4847.64
2026-02-07,INV-61502,Customer Beta,Gadget Y,42,194.27,8159.34,6561.12
2026-02-07,INV-33583,Customer Alpha,Widget C,73,107.9,7876.7,6689.81
2026-02-07,INV-67469,Customer Alpha,Gadget Y,94,236.19,22201.86,17252.88
2026-02-07,INV-49692,Customer Alpha,Widget C,53,339.76,18007.28,11430.93
2026-02-07,INV-59412,Customer Gamma,Widget B,85,85.53,7270.05,5131.07
2026-02-07,INV-76402,Customer Delta,Widget A,77,244.83,18851.91,13200.13
2026-02-07,INV-80373,Customer Epsilon,Gadget X,5,397.45,1987.25,1370.97
2026-02-08,INV-90304,Customer Beta,Widget A,85,335.7,28534.5,18307.3
2026-02-08,INV-53463,Customer Epsilon,Widget A,83,341.96,28382.68,19865.16
2026-02-08,INV-77999,Customer Alpha,Gadget X,2,58.32,116.64,76.46
2026-02-08,INV-61266,Customer Epsilon,Gadget Y,89,291.87,25976.43,18480.79
2026-02-08,INV-13219,Customer Epsilon,Gadget X,89,255.23,22715.47,15588.31
2026-02-08,INV-25213,Customer Alpha,Gadget X,38,213.83,8125.54,6828.96
2026-02-08,INV-78303,Customer Gamma,Widget B,40,178.1,7124.0,5671.18
2026-02-09,INV-51800,Customer Delta,Widget C,13,224.7,2921.1,2261.49
2026-02-09,INV-54967,Customer Gamma,Widget A,6,406.99,2441.94,1535.42
2026-02-09,INV-30989,Customer Beta,Widget A,95,129.52,12304.4,7919.28
2026-02-09,INV-63090,Customer Epsilon,Widget C,55,479.65,26380.75,17357.58
2026-02-09,INV-90492,Customer Beta,Widget B,82,332.08,27230.56,19031.32
2026-02-09,INV-38153,Customer Delta,Widget B,76,220.48,16756.48,10072.53
2026-02-09,INV-85674,Customer Gamma,Widget B,97,354.84,34419.48,27501.23
2026-02-09,INV-24936,Customer Epsilon,Widget A,24,189.24,4541.76,2948.82
2026-02-09,INV-60939,Customer Delta,Widget C,68,483.3,32864.4,22293.6
2026-02-09,INV-70012,Customer Delta,Gadget Y,76,65.97,5013.72,3449.42
2026-02-09,INV-90541,Customer Beta,Gadget Y,87,355.93,30965.91,20882.21
2026-02-09,INV-50026,Customer Alpha,Gadget Y,87,75.63,6579.81,4141.76
2026-02-09,INV-64819,Customer Beta,Widget A,48,349.78,16789.44,12217.78
2026-02-09,INV-93296,Customer Beta,Gadget Y,74,198.02,14653.48,9472.57
2026-02-09,INV-34523,Customer Beta,Gadget Y,72,91.76,6606.72,4441.09
2026-02-09,INV-11256,Customer Delta,Widget C,80,36.27,2901.6,2001.41
2026-02-09,INV-76248,Customer Beta,Gadget X,25,409.46,10236.5,8608.46
2026-02-09,INV-68176,Customer Delta,Gadget X,88,250.95,22083.6,17170.79
2026-02-09,INV-38905,Customer Beta,Gadget X,11,287.04,3157.44,2522.7
2026-02-09,INV-69942,Customer Alpha,Widget C,36,120.17,4326.12,2907.88
2026-02-10,INV-81186,Customer Epsilon,Gadget Y,15,290.63,4359.45,2907.63
2026-02-10,INV-81611,Customer Epsilon,Widget C,97,30.39,2947.83,2298.56
2026-02-10,INV-42444,Customer Delta,Widget B,14,370.63,5188.82,3961.24
2026-02-10,INV-21401,Customer Alpha,Widget C,58,138.78,8049.24,6564.56
2026-02-10,INV-87060,Customer Alpha,Gadget X,100,407.83,40783.0,26609.67
2026-02-10,INV-37082,Customer Epsilon,Widget C,81,219.8,17803.8,13424.74
2026-02-10,INV-80617,Customer Alpha,Widget B,73,181.9,13278.7,8900.33
2026-02-10,INV-77425,Customer Gamma,Widget B,91,153.39,13958.49,10373.72
2026-02-10,INV-46349,Customer Beta,Widget A,97,394.99,38314.03,31788.85
2026-02-10,INV-42447,Customer Beta,Widget B,32,81.66,2613.12,1778.29
2026-02-10,INV-64293,Customer Delta,Gadget X,19,292.94,5565.86,3713.43
2026-02-10,INV-22202,Customer Delta,Gadget X,10,320.48,3204.8,2628.04
2026-02-10,INV-58374,Customer Epsilon,Gadget X,96,146.33,14047.68,11716.95
2026-02-10,INV-22208,Customer Delta,Gadget X,42,295.16,12396.72,10130.93
2026-02-10,INV-66314,Customer Gamma,Gadget X,9,399.88,3598.92,2517.19
2026-02-10,INV-81737,Customer Delta,Widget B,35,168.2,5887.0,3949.58
2026-02-10,INV-99463,Customer Beta,Gadget Y,73,427.69,31221.37,24885.8
2026-02-10,INV-12134,Customer Alpha,Widget A,13,316.83,4118.79,3332.82
2026-02-10,INV-66072,Customer Beta,Widget A,57,233.69,13320.33,11295.1
2026-02-10,INV-45916,Customer Beta,Widget B,84,157.91,13264.44,10858.35
2026-02-11,INV-31695,Customer Gamma,Widget C,11,192.2,2114.2,1746.22
2026-02-11,INV-40689,Customer Delta,Widget A,81,159.7,12935.7,10023.36
2026-02-11,INV-20215,Customer Alpha,Gadget X,91,56.64,5154.24,3367.55
2026-02-11,INV-11056,Customer Epsilon,Widget B,29,264.53,7671.37,5456.39
2026-02-11,INV-40008,Customer Alpha,Widget C,55,350.08,19254.4,13852.1
2026-02-11,INV-58177,Customer Alpha,Gadget X,94,404.92,38062.48,23819.51
2026-02-11,INV-27451,Customer Beta,Widget C,49,389.0,19061.0,15025.59
2026-02-12,INV-67684,Customer Epsilon,Widget A,73,14.15,1032.95,787.63
2026-02-12,INV-90750,Customer Beta,Widget C,81,376.65,30508.65,25321.37
2026-02-12,INV-26142,Customer Beta,Gadget X,12,449.33,5391.96,3423.91
2026-02-12,INV-28327,Customer Delta,Gadget Y,45,481.99,21689.55,14719.09
2026-02-12,INV-88644,Customer Gamma,Widget B,83,51.28,4256.24,3142.59
2026-02-12,INV-96298,Customer Gamma,Gadget Y,100,471.23,47123.0,28589.81
2026-02-12,INV-61347,Customer Beta,Widget C,67,307.39,20595.13,13328.38
2026-02-12,INV-75481,Customer Alpha,Widget C,31,252.49,7827.19,4916.93
2026-02-12,INV-57329,Customer Alpha,Gadget Y,68,445.48,30292.64,18266.97
2026-02-13,INV-32645,Customer Delta,Widget B,73,216.22,15784.06,11626.37
2026-02-13,INV-38277,Customer Alpha,Gadget X,3,297.81,893.43,539.14
2026-02-13,INV-75673,Customer Alpha,Widget A,51,258.24,13170.24,9971.75
2026-02-13,INV-80471,Customer Delta,Gadget X,90,207.12,18640.8,14169.51
2026-02-13,INV-36633,Customer Beta,Gadget Y,36,50.96,1834.56,1136.98
2026-02-13,INV-95175,Customer Epsilon,Widget B,42,201.46,8461.32,6418.53
2026-02-13,INV-41278,Customer Gamma,Widget A,90,224.37,20193.3,16929.19
2026-02-13,INV-90254,Customer Beta,Widget A,12,463.07,5556.84,3495.23
2026-02-13,INV-33022,Customer Alpha,Gadget Y,40,336.38,13455.2,10286.68
2026-02-13,INV-75065,Customer Alpha,Widget A,91,77.23,7027.93,4236.7
2026-02-13,INV-31884,Customer Epsilon,Widget C,67,393.66,26375.22,20577.72
2026-02-13,INV-25473,Customer Beta,Widget C,96,392.75,37704.0,25155.77
2026-02-13,INV-85582,Customer Gamma,Widget A,55,143.27,7879.85,4853.74
2026-02-13,INV-84302,Customer Delta,Widget A,59,260.28,15356.52,9426.75
2026-02-13,INV-85223,Customer Gamma,Widget B,21,135.01,2835.21,1774.07
2026-02-14,INV-42053,Customer Epsilon,Widget B,1,31.58,31.58,25.76
2026-02-14,INV-14635,Customer Delta,Widget A,47,197.66,9290.02,5922.58
2026-02-14,INV-51934,Customer Delta,Gadget Y,29,167.68,4862.72,3423.67
2026-02-14,INV-16903,Customer Alpha,Widget C,74,192.68,14258.32,10344.56
2026-02-14,INV-19034,Customer Beta,Widget B,67,490.89,32889.63,27578.61
2026-02-14,INV-82494,Customer Gamma,Gadget X,100,423.97,42397.0,28907.34
2026-02-14,INV-49834,Customer Alpha,Gadget X,48,108.33,5199.84,3852.83
2026-02-14,INV-35614,Customer Beta,Gadget Y,60,190.45,11427.0,9632.55
2026-02-15,INV-93354,Customer Alpha,Widget B,53,21.72,1151.16,846.55
2026-02-15,INV-50306,Customer Gamma,Widget A,1,381.88,381.88,265.05
2026-02-15,INV-17850,Customer Beta,Widget A,68,491.73,33437.64,23572.0
2026-02-15,INV-78125,Customer Gamma,Widget B,12,31.51,378.12,248.75
2026-02-15,INV-22527,Customer Gamma,Gadget X,59,487.53,28764.27,17869.1
2026-02-15,INV-84425,Customer Beta,Gadget Y,82,411.78,33765.96,20891.26
2026-02-15,INV-44208,Customer Delta,Widget A,85,482.47,41009.95,27033.47
2026-02-15,INV-69343,Customer Delta,Widget C,90,417.63,37586.7,25617.7
2026-02-15,INV-86638,Customer Beta,Widget C,10,472.34,4723.4,2994.77
2026-02-15,INV-63282,Customer Beta,Widget A,14,90.54,1267.56,908.22
2026-02-15,INV-50410,Customer Epsilon,Widget A,46,482.67,22202.82,14474.22
2026-02-15,INV-49874,Customer Gamma,Gadget X,16,54.31,868.96,696.82
2026-02-16,INV-56627,Customer Gamma,Widget B,19,54.69,1039.11,687.95
2026-02-16,INV-32789,Customer Epsilon,Gadget X,7,341.82,2392.74,1591.27
2026-02-16,INV-22415,Customer Delta,Widget A,58,282.42,16380.36,12081.01
2026-02-16,INV-39135,Customer Alpha,Gadget X,18,69.51,1251.18,770.0
2026-02-16,INV-94500,Customer Beta,Widget B,52,192.4,10004.8,7579.38
2026-02-16,INV-12857,Customer Epsilon,Widget A,76,136.82,10398.32,8351.79
2026-02-17,INV-53456,Customer Delta,Widget B,17,55.07,936.19,760.02
2026-02-17,INV-66774,Customer Alpha,Widget A,60,34.81,2088.6,1735.7
2026-02-17,INV-56392,Customer Delta,Gadget X,4,197.54,790.16,558.38
2026-02-17,INV-14541,Customer Beta,Widget B,36,147.13,5296.68,4347.81
2026-02-17,INV-64000,Customer Epsilon,Gadget Y,79,130.43,10303.97,6942.57
2026-02-17,INV-64949,Customer Delta,Gadget Y,8,52.98,423.84,294.89
2026-02-17,INV-12559,Customer Epsilon,Widget B,32,319.07,10210.24,8173.73
2026-02-18,INV-84141,Customer Delta,Widget C,70,392.9,27503.0,18867.29
2026-02-18,INV-88265,Customer Gamma,Gadget Y,50,142.51,7125.5,4321.73
2026-02-18,INV-71824,Customer Alpha,Widget B,100,147.66,14766.0,11844.75
2026-02-18,INV-30922,Customer Gamma,Gadget Y,99,296.15,29318.85,19297.39
2026-02-18,INV-17328,Customer Beta,Widget A,85,128.16,10893.6,7989.61
2026-02-18,INV-32768,Customer Epsilon,Widget B,50,183.85,9192.5,7444.14
2026-02-18,INV-57026,Customer Beta,Widget B,76,165.82,12602.32,9886.85
2026-02-18,INV-83873,Customer Alpha,Gadget Y,91,353.27,32147.57,26903.97
2026-02-18,INV-74517,Customer Epsilon,Widget B,25,419.98,10499.5,8426.9
2026-02-18,INV-40490,Customer Gamma,Gadget Y,23,250.31,5757.13,3584.18
2026-02-18,INV-90495,Customer Beta,Gadget Y,3,267.96,803.88,482.47
2026-02-18,INV-52413,Customer Beta,Widget B,44,361.3,15897.2,13189.83
2026-02-18,INV-24538,Customer Alpha,Widget A,19,297.44,5651.36,4686.71
2026-02-18,INV-61851,Customer Gamma,Gadget Y,10,193.06,1930.6,1612.98
2026-02-18,INV-30644,Customer Alpha,Gadget Y,44,157.86,6945.84,4404.45
2026-02-18,INV-83659,Customer Delta,Gadget X,84,165.47,13899.48,10797.06
2026-02-18,INV-59595,Customer Gamma,Gadget Y,29,336.11,9747.19,7832.97
2026-02-19,INV-85082,Customer Beta,Widget C,23,367.13,8443.99,7069.28
2026-02-19,INV-90134,Customer Epsilon,Gadget X,5,99.22,496.1,337.13
2026-02-19,INV-20198,Customer Epsilon,Widget B,14,468.98,6565.72,4170.29
2026-02-19,INV-21629,Customer Gamma,Widget B,41,92.26,3782.66,3106.81
2026-02-19,INV-18885,Customer Delta,Widget C,2,139.95,279.9,185.4
2026-02-19,INV-67438,Customer Gamma,Widget C,14,363.0,5082.0,3110.37
2026-02-19,INV-81568,Customer Beta,Gadget X,53,251.61,13335.33,9263.76
2026-02-19,INV-39567,Customer Alpha,Gadget X,62,396.48,24581.76,18301.46
2026-02-19,INV-12631,Customer Delta,Widget B,10,401.61,4016.1,2443.21
2026-02-19,INV-59212,Customer Gamma,Widget C,14,46.36,649.04,417.03
2026-02-19,INV-54295,Customer Alpha,Widget B,71,471.5,33476.5,28271.25
2026-02-19,INV-95673,Customer Epsilon,Gadget Y,62,355.21,22023.02,15588.57
2026-02-19,INV-36941,Customer Epsilon,Widget B,56,86.98,4870.88,3045.83
2026-02-19,INV-80795,Customer Delta,Widget B,90,281.52,25336.8,21064.85
2026-02-20,INV-82045,Customer Gamma,Widget C,31,57.0,1767.0,1233.76
2026-02-20,INV-48607,Customer Beta,Gadget X,7,186.81,1307.67,924.39
2026-02-20,INV-93648,Customer Delta,Gadget Y,26,57.52,1495.52,974.69
2026-02-20,INV-62096,Customer Alpha,Widget C,61,423.45,25830.45,17489.5
2026-02-20,INV-60793,Customer Delta,Gadget X,85,139.85,11887.25,9039.86
2026-02-20,INV-44510,Customer Gamma,Widget B,49,191.01,9359.49,6658.75
2026-02-20,INV-18079,Customer Delta,Gadget X,34,120.86,4109.24,2741.44
2026-02-20,INV-64262,Customer Alpha,Widget B,11,337.39,3711.29,2976.62
2026-02-20,INV-78495,Customer Beta,Gadget Y,71,39.88,2831.48,1972.91
2026-02-20,INV-40886,Customer Epsilon,Gadget X,88,434.78,38260.64,27498.16
2026-02-20,INV-14551,Customer Gamma,Gadget X,11,203.45,2237.95,1820.54
2026-02-20,INV-91300,Customer Epsilon,Gadget Y,67,402.22,26948.74,20733.92
2026-02-20,INV-31910,Customer Alpha,Widget B,97,230.03,22312.91,18681.83
2026-02-21,INV-67067,Customer Beta,Widget B,6,217.45,1304.7,1105.17
2026-02-21,INV-18783,Customer Beta,Widget B,77,136.36,10499.72,8690.63
2026-02-21,INV-46202,Customer Delta,Widget A,72,204.7,14738.4,10044.69
2026-02-21,INV-78493,Customer Delta,Gadget Y,2,395.41,790.82,597.67
2026-02-21,INV-86372,Customer Alpha,Gadget X,54,83.32,4499.28,3336.88
2026-02-21,INV-80206,Customer Alpha,Widget A,73,391.98,28614.54,22789.66
2026-02-21,INV-89817,Customer Delta,Widget C,34,197.69,6721.46,4848.84
2026-02-21,INV-89777,Customer Alpha,Gadget X,23,144.95,3333.85,2120.21
2026-02-21,INV-41139,Customer Alpha,Gadget X,51,445.89,22740.39,15528.81
2026-02-21,INV-49722,Customer Delta,Widget A,35,449.55,15734.25,9520.14
2026-02-21,INV-39878,Customer Gamma,Widget C,63,430.54,27124.02,20918.4
2026-02-22,INV-64627,Customer Delta,Widget C,100,414.65,41465.0,27671.87
2026-02-22,INV-63368,Customer Alpha,Gadget Y,25,226.44,5661.0,4689.34
2026-02-22,INV-30836,Customer Epsilon,Gadget X,48,412.3,19790.4,14423.59
2026-02-22,INV-78719,Customer Gamma,Widget A,91,258.33,23508.03,14902.03
2026-02-22,INV-17553,Customer Alpha,Gadget Y,23,104.45,2402.35,1941.66
2026-02-22,INV-36097,Customer Alpha,Widget B,59,34.77,2051.43,1415.68
2026-02-22,INV-26236,Customer Gamma,Widget C,60,257.51,15450.6,11724.73
2026-02-22,INV-72204,Customer Beta,Widget A,48,249.51,11976.48,8521.58
2026-02-22,INV-43903,Customer Epsilon,Gadget Y,45,178.68,8040.6,6508.17
2026-02-23,INV-38091,Customer Alpha,Widget C,50,34.33,1716.5,1396.3
2026-02-23,INV-77276,Customer Beta,Widget B,87,111.3,9683.1,7387.21
2026-02-23,INV-88792,Customer Alpha,Widget A,61,456.64,27855.04,21221.16
2026-02-23,INV-94245,Customer Beta,Widget A,33,308.09,10166.97,8497.06
2026-02-23,INV-38601,Customer Delta,Widget C,49,427.28,20936.72,14964.51
2026-02-23,INV-86609,Customer Gamma,Gadget X,87,265.11,23064.57,17434.54
2026-02-23,INV-59051,Customer Alpha,Widget A,66,499.72,32981.52,27757.95
2026-02-24,INV-93964,Customer Alpha,Widget C,62,41.28,2559.36,2168.01
2026-02-24,INV-95389,Customer Gamma,Widget C,34,331.5,11271.0,9445.63
2026-02-24,INV-17441,Customer Beta,Widget C,20,263.47,5269.4,3478.2
2026-02-24,INV-13336,Customer Delta,Gadget Y,85,166.6,14161.0,8991.99
2026-02-24,INV-14629,Customer Gamma,Gadget X,34,454.39,15449.26,10832.24
2026-02-24,INV-99957,Customer Epsilon,Gadget Y,25,178.15,4453.75,3466.54
2026-02-24,INV-32280,Customer Delta,Gadget Y,86,185.66,15966.76,10778.34
2026-02-24,INV-43902,Customer Beta,Gadget Y,38,57.83,2197.54,1388.81
2026-02-24,INV-39131,Customer Beta,Gadget Y,88,450.8,39670.4,30292.66
2026-02-24,INV-53426,Customer Beta,Widget C,96,437.0,41952.0,29581.12
2026-02-24,INV-71674,Customer Gamma,Widget C,75,154.09,11556.75,9393.37
2026-02-24,INV-35499,Customer Epsilon,Widget A,75,472.71,35453.25,21903.16
2026-02-24,INV-17086,Customer Alpha,Gadget Y,88,197.02,17337.76,11695.86
2026-02-24,INV-69974,Customer Beta,Widget B,26,177.91,4625.66,3917.0
2026-02-25,INV-33176,Customer Beta,Widget C,100,49.6,4960.0,3388.46
2026-02-25,INV-32099,Customer Alpha,Widget C,1,231.51,231.51,151.02
2026-02-25,INV-26961,Customer Beta,Gadget Y,63,394.75,24869.25,19769.51
2026-02-25,INV-72573,Customer Delta,Gadget Y,82,220.41,18073.62,12782.68
2026-02-25,INV-11845,Customer Alpha,Gadget X,5,271.55,1357.75,1062.66
