Date,Receipt No,Product,Category,Quantity,Unit Price,Amount,Cost
2026-03-12,R717108,Bread,Bakery,24,2.5,60.0,24.0
2026-03-13,R580905,Bread,Bakery,30,2.5,75.0,30.0
2026-03-13,R708712,Spices,Pantry,5,3.5,17.5,5.0
2026-03-13,R466862,Milk,Dairy,5,1.8,9.0,6.0
2026-03-13,R760595,Milk,Dairy,16,1.8,28.8,19.2
2026-03-13,R582060,Bread,Bakery,28,2.5,70.0,28.0
2026-03-13,R162663,Milk,Dairy,25,1.8,45.0,30.0
2026-03-13,R532264,Cooking Oil,Pantry,3,6.0,18.0,13.5
2026-03-13,R824894,Frozen Pizza,Frozen,5,5.5,27.5,15.0
2026-03-13,R479648,Frozen Pizza,Frozen,10,5.5,55.0,30.0
2026-03-13,R482963,Milk,Dairy,29,1.8,52.2,34.8
2026-03-13,R164977,Chips,Snacks,4,4.0,16.0,10.0
2026-03-13,R685549,Spices,Pantry,4,3.5,14.0,4.0
2026-03-13,R349136,Chips,Snacks,7,4.0,28.0,17.5
2026-03-13,R782108,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-03-13,R732933,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-03-13,R838625,Frozen Pizza,Frozen,2,5.5,11.0,6.0
2026-03-13,R278667,Milk,Dairy,15,1.8,27.0,18.0
2026-03-13,R155391,Cooking Oil,Pantry,2,6.0,12.0,9.0
2026-03-13,R977212,Cereal,Breakfast,6,4.5,27.0,12.0
2026-03-13,R228094,Cooking Oil,Pantry,8,6.0,48.0,36.0
2026-03-13,R789992,Frozen Pizza,Frozen,9,5.5,49.5,27.0
2026-03-13,R995840,Pasta,Dry Goods,5,1.5,7.5,4.0
2026-03-13,R522441,Soda,Beverages,13,3.0,39.0,13.0
2026-03-13,R821483,Spices,Pantry,8,3.5,28.0,8.0
2026-03-13,R278694,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-03-13,R310922,Cooking Oil,Pantry,8,6.0,48.0,36.0
2026-03-13,R633671,Cooking Oil,Pantry,8,6.0,48.0,36.0
2026-03-13,R293728,Bread,Bakery,8,2.5,20.0,8.0
2026-03-13,R697837,Cereal,Breakfast,8,4.5,36.0,16.0
2026-03-13,R972089,Spices,Pantry,5,3.5,17.5,5.0
2026-03-13,R435777,Bread,Bakery,6,2.5,15.0,6.0
2026-03-13,R522393,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-03-13,R875345,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-03-13,R385214,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-03-13,R878005,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-03-13,R981167,Cooking Oil,Pantry,4,6.0,24.0,18.0
2026-03-13,R639491,Cooking Oil,Pantry,3,6.0,18.0,13.5
2026-03-13,R453665,Chips,Snacks,4,4.0,16.0,10.0
2026-03-13,R962128,Frozen Pizza,Frozen,3,5.5,16.5,9.0
2026-03-13,R514487,Soda,Beverages,17,3.0,51.0,17.0
2026-03-13,R607881,Spices,Pantry,3,3.5,10.5,3.0
2026-03-13,R982786,Cooking Oil,Pantry,4,6.0,24.0,18.0
2026-03-13,R735065,Pasta,Dry Goods,4,1.5,6.0,3.2
2026-03-13,R217911,Pasta,Dry Goods,4,1.5,6.0,3.2
2026-03-13,R745629,Chips,Snacks,8,4.0,32.0,20.0
2026-03-13,R513184,Bread,Bakery,22,2.5,55.0,22.0
2026-03-13,R276563,Cereal,Breakfast,2,4.5,9.0,4.0
2026-03-13,R521856,Soda,Beverages,23,3.0,69.0,23.0
2026-03-13,R530364,Chips,Snacks,3,4.0,12.0,7.5
2026-03-13,R222877,Frozen Pizza,Frozen,2,5.5,11.0,6.0
2026-03-13,R968920,Soda,Beverages,13,3.0,39.0,13.0
2026-03-13,R796977,Bread,Bakery,14,2.5,35.0,14.0
2026-03-13,R811087,Bread,Bakery,28,2.5,70.0,28.0
2026-03-13,R201520,Chips,Snacks,6,4.0,24.0,15.0
2026-03-13,R104234,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-03-13,R219709,Spices,Pantry,9,3.5,31.5,9.0
2026-03-13,R600535,Chips,Snacks,9,4.0,36.0,22.5
2026-03-13,R645009,Pasta,Dry Goods,5,1.5,7.5,4.0
2026-03-13,R123115,Cereal,Breakfast,6,4.5,27.0,12.0
2026-03-13,R961208,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-03-13,R964177,Bread,Bakery,13,2.5,32.5,13.0
2026-03-13,R792373,Soda,Beverages,6,3.0,18.0,6.0
2026-03-13,R940212,Cooking Oil,Pantry,8,6.0,48.0,36.0
2026-03-13,R617594,Cereal,Breakfast,6,4.5,27.0,12.0
2026-03-13,R297726,Cooking Oil,Pantry,8,6.0,48.0,36.0
2026-03-13,R361372,Frozen Pizza,Frozen,6,5.5,33.0,18.0
2026-03-13,R830271,Bread,Bakery,27,2.5,67.5,27.0
2026-03-13,R255892,Milk,Dairy,30,1.8,54.0,36.0
2026-03-13,R733760,Soda,Beverages,17,3.0,51.0,17.0
2026-03-13,R440153,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-03-13,R363616,Chips,Snacks,7,4.0,28.0,17.5
2026-03-13,R628927,Chips,Snacks,3,4.0,12.0,7.5
2026-03-13,R777655,Pasta,Dry Goods,2,1.5,3.0,1.6
2026-03-13,R751065,Frozen Pizza,Frozen,2,5.5,11.0,6.0
2026-03-13,R253722,Cooking Oil,Pantry,4,6.0,24.0,18.0
2026-03-13,R526422,Milk,Dairy,29,1.8,52.2,34.8
2026-03-13,R492977,Soda,Beverages,28,3.0,84.0,28.0
2026-03-13,R281959,Spices,Pantry,5,3.5,17.5,5.0
2026-03-13,R109133,Soda,Beverages,13,3.0,39.0,13.0
2026-03-13,R765595,Cooking Oil,Pantry,6,6.0,36.0,27.0
2026-03-13,R622170,Bread,Bakery,25,2.5,62.5,25.0
2026-03-13,R308685,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-03-13,R377862,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-03-13,R246862,Milk,Dairy,18,1.8,32.4,21.6
2026-03-13,R435922,Chips,Snacks,4,4.0,16.0,10.0
2026-03-13,R623959,Soda,Beverages,21,3.0,63.0,21.0
2026-03-13,R126953,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-03-13,R217779,Soda,Beverages,23,3.0,69.0,23.0
2026-03-13,R242605,Chips,Snacks,5,4.0,20.0,12.5
2026-03-13,R543526,Soda,Beverages,20,3.0,60.0,20.0
2026-03-13,R714757,Bread,Bakery,11,2.5,27.5,11.0
2026-03-13,R229129,Soda,Beverages,30,3.0,90.0,30.0
2026-03-13,R530718,Spices,Pantry,3,3.5,10.5,3.0
2026-03-13,R890200,Frozen Pizza,Frozen,10,5.5,55.0,30.0
2026-03-13,R370520,Bread,Bakery,17,2.5,42.5,17.0
2026-03-13,R489358,Chips,Snacks,10,4.0,40.0,25.0
2026-03-13,R245570,Frozen Pizza,Frozen,3,5.5,16.5,9.0
2026-03-13,R544884,Spices,Pantry,10,3.5,35.0,10.0
2026-03-13,R996318,Cereal,Breakfast,5,4.5,22.5,10.0
2026-03-13,R815808,Milk,Dairy,21,1.8,37.8,25.2
2026-03-13,R633193,Bread,Bakery,15,2.5,37.5,15.0
2026-03-13,R743688,Chips,Snacks,2,4.0,8.0,5.0
2026-03-13,R712946,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-03-13,R790707,Bread,Bakery,30,2.5,75.0,30.0
2026-03-13,R309841,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-03-13,R622129,Frozen Pizza,Frozen,2,5.5,11.0,6.0
2026-03-13,R885876,Pasta,Dry Goods,5,1.5,7.5,4.0
2026-03-13,R962862,Milk,Dairy,22,1.8,39.6,26.4
2026-03-13,R751427,Cooking Oil,Pantry,7,6.0,42.0,31.5
2026-03-13,R581728,Chips,Snacks,9,4.0,36.0,22.5
2026-03-13,R328655,Frozen Pizza,Frozen,5,5.5,27.5,15.0
2026-03-13,R768108,Frozen Pizza,Frozen,6,5.5,33.0,18.0
2026-03-13,R946428,Bread,Bakery,23,2.5,57.5,23.0
2026-03-13,R957901,Frozen Pizza,Frozen,5,5.5,27.5,15.0
2026-03-13,R776296,Chips,Snacks,4,4.0,16.0,10.0
2026-03-13,R757735,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-03-13,R992725,Chips,Snacks,5,4.0,20.0,12.5
2026-03-13,R512332,Frozen Pizza,Frozen,2,5.5,11.0,6.0
2026-03-13,R910711,Spices,Pantry,10,3.5,35.0,10.0
2026-03-13,R355054,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-03-13,R749255,Chips,Snacks,10,4.0,40.0,25.0
2026-03-13,R439671,Bread,Bakery,10,2.5,25.0,10.0
2026-03-13,R884131,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-03-13,R284581,Milk,Dairy,26,1.8,46.8,31.2
2026-03-13,R105012,Pasta,Dry Goods,10,1.5,15.0,8.0
2026-03-13,R363317,Cereal,Breakfast,8,4.5,36.0,16.0
2026-03-13,R482674,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-03-13,R930392,Cereal,Breakfast,9,4.5,40.5,18.0
2026-03-13,R640197,Cooking Oil,Pantry,8,6.0,48.0,36.0
2026-03-13,R517607,Spices,Pantry,4,3.5,14.0,4.0
2026-03-13,R850022,Cooking Oil,Pantry,7,6.0,42.0,31.5
2026-03-13,R254594,Frozen Pizza,Frozen,3,5.5,16.5,9.0
2026-03-13,R875913,Pasta,Dry Goods,2,1.5,3.0,1.6
2026-03-13,R653072,Milk,Dairy,8,1.8,14.4,9.6
2026-03-13,R158705,Chips,Snacks,8,4.0,32.0,20.0
2026-03-13,R938019,Cereal,Breakfast,5,4.5,22.5,10.0
2026-03-13,R924557,Pasta,Dry Goods,2,1.5,3.0,1.6
2026-03-13,R422765,Frozen Pizza,Frozen,7,5.5,38.5,21.0
2026-03-13,R845283,Frozen Pizza,Frozen,8,5.5,44.0,24.0
2026-03-13,R450546,Frozen Pizza,Frozen,3,5.5,16.5,9.0
2026-03-13,R193608,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-03-13,R331357,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-03-13,R179678,Cooking Oil,Pantry,8,6.0,48.0,36.0
2026-03-13,R122497,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-03-13,R231022,Spices,Pantry,6,3.5,21.0,6.0
2026-03-13,R278393,Chips,Snacks,10,4.0,40.0,25.0
2026-03-13,R472210,Soda,Beverages,30,3.0,90.0,30.0
2026-03-14,R845626,Milk,Dairy,13,1.8,23.4,15.6
2026-03-14,R766806,Bread,Bakery,7,2.5,17.5,7.0
2026-03-14,R803908,Bread,Bakery,8,2.5,20.0,8.0
2026-03-14,R126067,Milk,Dairy,23,1.8,41.4,27.6
2026-03-14,R796315,Frozen Pizza,Frozen,2,5.5,11.0,6.0
2026-03-14,R422937,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-03-14,R669135,Soda,Beverages,26,3.0,78.0,26.0
2026-03-14,R419866,Milk,Dairy,18,1.8,32.4,21.6
2026-03-14,R821415,Frozen Pizza,Frozen,10,5.5,55.0,30.0
2026-03-14,R883958,Bread,Bakery,25,2.5,62.5,25.0
2026-03-14,R135990,Cooking Oil,Pantry,3,6.0,18.0,13.5
2026-03-14,R447618,Cereal,Breakfast,5,4.5,22.5,10.0
2026-03-14,R707092,Frozen Pizza,Frozen,3,5.5,16.5,9.0
2026-03-14,R518212,Pasta,Dry Goods,4,1.5,6.0,3.2
2026-03-14,R843366,Chips,Snacks,6,4.0,24.0,15.0
2026-03-14,R433890,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-03-14,R980057,Cereal,Breakfast,7,4.5,31.5,14.0
2026-03-14,R404461,Cooking Oil,Pantry,4,6.0,24.0,18.0
2026-03-14,R684273,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-03-14,R853849,Soda,Beverages,27,3.0,81.0,27.0
2026-03-14,R998316,Frozen Pizza,Frozen,10,5.5,55.0,30.0
2026-03-14,R717827,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-03-14,R256261,Pasta,Dry Goods,4,1.5,6.0,3.2
2026-03-14,R145554,Bread,Bakery,16,2.5,40.0,16.0
2026-03-14,R189989,Milk,Dairy,26,1.8,46.8,31.2
2026-03-14,R123510,Cereal,Breakfast,2,4.5,9.0,4.0
2026-03-14,R643575,Soda,Beverages,18,3.0,54.0,18.0
2026-03-14,R713307,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-03-14,R580556,Cereal,Breakfast,9,4.5,40.5,18.0
2026-03-14,R877082,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-03-14,R285352,Milk,Dairy,23,1.8,41.4,27.6
2026-03-14,R707167,Bread,Bakery,9,2.5,22.5,9.0
2026-03-14,R359689,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-03-14,R458001,Pasta,Dry Goods,9,1.5,13.5,7.2
2026-03-14,R795698,Frozen Pizza,Frozen,7,5.5,38.5,21.0
2026-03-14,R858744,Pasta,Dry Goods,6,1.5,9.0,4.8
2026-03-14,R813065,Chips,Snacks,3,4.0,12.0,7.5
2026-03-14,R992873,Spices,Pantry,5,3.5,17.5,5.0
2026-03-14,R566183,Cereal,Breakfast,8,4.5,36.0,16.0
2026-03-14,R519715,Milk,Dairy,7,1.8,12.6,8.4
2026-03-14,R475649,Soda,Beverages,30,3.0,90.0,30.0
2026-03-14,R287635,Chips,Snacks,7,4.0,28.0,17.5
2026-03-14,R960956,Soda,Beverages,24,3.0,72.0,24.0
2026-03-14,R517116,Chips,Snacks,10,4.0,40.0,25.0
2026-03-14,R781957,Soda,Beverages,23,3.0,69.0,23.0
2026-03-14,R599468,Milk,Dairy,22,1.8,39.6,26.4
2026-03-14,R790586,Spices,Pantry,5,3.5,17.5,5.0
2026-03-14,R735779,Pasta,Dry Goods,7,1.5,10.5,5.6
2026-03-14,R765574,Chips,Snacks,9,4.0,36.0,22.5
2026-03-14,R471573,Soda,Beverages,20,3.0,60.0,20.0
2026-03-14,R181563,Milk,Dairy,11,1.8,19.8,13.2
2026-03-14,R876812,Frozen Pizza,Frozen,10,5.5,55.0,30.0
2026-03-14,R124362,Cereal,Breakfast,4,4.5,18.0,8.0
2026-03-14,R315512,Pasta,Dry Goods,3,1.5,4.5,2.4
2026-03-14,R599100,Cooking Oil,Pantry,6,6.0,36.0,27.0
2026-03-14,R452375,Pasta,Dry Goods,10,1.5,15.0,8.0
2026-03-14,R765431,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-03-14,R713795,Bread,Bakery,19,2.5,47.5,19.0
2026-03-14,R358070,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-03-14,R386877,Spices,Pantry,5,3.5,17.5,5.0
2026-03-14,R293689,Milk,Dairy,8,1.8,14.4,9.6
2026-03-14,R414334,Chips,Snacks,8,4.0,32.0,20.0
2026-03-14,R778204,Cereal,Breakfast,4,4.5,18.0,8.0
2026-03-14,R151382,Cooking Oil,Pantry,7,6.0,42.0,31.5
2026-03-14,R578431,Cereal,Breakfast,8,4.5,36.0,16.0
2026-03-14,R106433,Soda,Beverages,28,3.0,84.0,28.0
2026-03-14,R582952,Cereal,Breakfast,6,4.5,27.0,12.0
2026-03-14,R846290,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-03-14,R842478,Frozen Pizza,Frozen,7,5.5,38.5,21.0
2026-03-14,R598879,Bread,Bakery,12,2.5,30.0,12.0
2026-03-14,R230083,Frozen Pizza,Frozen,2,5.5,11.0,6.0
2026-03-14,R438593,Cereal,Breakfast,2,4.5,9.0,4.0
2026-03-14,R882444,Frozen Pizza,Frozen,9,5.5,49.5,27.0
2026-03-14,R992654,Bread,Bakery,13,2.5,32.5,13.0
2026-03-14,R997871,Pasta,Dry Goods,10,1.5,15.0,8.0
2026-03-14,R239024,Pasta,Dry Goods,3,1.5,4.5,2.4
2026-03-14,R865187,Chips,Snacks,9,4.0,36.0,22.5
2026-03-14,R591666,Soda,Beverages,22,3.0,66.0,22.0
2026-03-14,R612739,Chips,Snacks,7,4.0,28.0,17.5
2026-03-14,R475148,Cereal,Breakfast,10,4.5,45.0,20.0
2026-03-14,R258900,Cereal,Breakfast,6,4.5,27.0,12.0
2026-03-14,R464431,Spices,Pantry,8,3.5,28.0,8.0
2026-03-14,R749999,Chips,Snacks,2,4.0,8.0,5.0
2026-03-14,R594352,Frozen Pizza,Frozen,6,5.5,33.0,18.0
2026-03-14,R822948,Milk,Dairy,20,1.8,36.0,24.0
2026-03-14,R865636,Pasta,Dry Goods,6,1.5,9.0,4.8
2026-03-14,R651717,Milk,Dairy,18,1.8,32.4,21.6
2026-03-14,R396465,Cereal,Breakfast,9,4.5,40.5,18.0
2026-03-14,R692554,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-03-14,R224772,Spices,Pantry,8,3.5,28.0,8.0
2026-03-14,R789188,Frozen Pizza,Frozen,3,5.5,16.5,9.0
2026-03-14,R118209,Cereal,Breakfast,2,4.5,9.0,4.0
2026-03-14,R367078,Cooking Oil,Pantry,2,6.0,12.0,9.0
2026-03-14,R481389,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-03-14,R460045,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-03-14,R149534,Milk,Dairy,5,1.8,9.0,6.0
2026-03-14,R135037,Cereal,Breakfast,9,4.5,40.5,18.0
2026-03-14,R125672,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-03-14,R895540,Chips,Snacks,6,4.0,24.0,15.0
2026-03-14,R120388,Frozen Pizza,Frozen,5,5.5,27.5,15.0
2026-03-14,R948293,Bread,Bakery,25,2.5,62.5,25.0
2026-03-14,R394425,Pasta,Dry Goods,5,1.5,7.5,4.0
2026-03-14,R262527,Milk,Dairy,16,1.8,28.8,19.2
2026-03-14,R893696,Pasta,Dry Goods,6,1.5,9.0,4.8
2026-03-14,R189114,Soda,Beverages,28,3.0,84.0,28.0
2026-03-14,R227333,Soda,Beverages,22,3.0,66.0,22.0
2026-03-14,R162025,Chips,Snacks,5,4.0,20.0,12.5
2026-03-14,R352723,Spices,Pantry,6,3.5,21.0,6.0
2026-03-14,R225583,Cooking Oil,Pantry,2,6.0,12.0,9.0
2026-03-14,R666408,Cooking Oil,Pantry,2,6.0,12.0,9.0
2026-03-14,R908116,Pasta,Dry Goods,7,1.5,10.5,5.6
2026-03-14,R411725,Chips,Snacks,9,4.0,36.0,22.5
2026-03-14,R860320,Milk,Dairy,10,1.8,18.0,12.0
2026-03-14,R125761,Cereal,Breakfast,2,4.5,9.0,4.0
2026-03-14,R763302,Soda,Beverages,18,3.0,54.0,18.0
2026-03-14,R459143,Pasta,Dry Goods,6,1.5,9.0,4.8
2026-03-14,R177192,Cooking Oil,Pantry,8,6.0,48.0,36.0
2026-03-14,R237063,Cooking Oil,Pantry,6,6.0,36.0,27.0
2026-03-14,R257806,Bread,Bakery,17,2.5,42.5,17.0
2026-03-14,R660704,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-03-14,R236170,Pasta,Dry Goods,10,1.5,15.0,8.0
2026-03-14,R886930,Bread,Bakery,10,2.5,25.0,10.0
2026-03-14,R465634,Cooking Oil,Pantry,4,6.0,24.0,18.0
2026-03-14,R464616,Chips,Snacks,8,4.0,32.0,20.0
2026-03-14,R262570,Frozen Pizza,Frozen,4,5.5,22.0,12.0
2026-03-14,R298624,Bread,Bakery,15,2.5,37.5,15.0
2026-03-14,R987245,Cooking Oil,Pantry,6,6.0,36.0,27.0
2026-03-14,R344991,Cooking Oil,Pantry,2,6.0,12.0,9.0
2026-03-14,R469928,Bread,Bakery,10,2.5,25.0,10.0
2026-03-14,R588695,Milk,Dairy,16,1.8,28.8,19.2
2026-03-14,R968473,Milk,Dairy,17,1.8,30.6,20.4
2026-03-14,R455567,Milk,Dairy,24,1.8,43.2,28.8
2026-03-14,R579360,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-03-14,R726521,Soda,Beverages,11,3.0,33.0,11.0
2026-03-14,R788543,Bread,Bakery,29,2.5,72.5,29.0
2026-03-14,R211452,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-03-14,R820667,Cooking Oil,Pantry,7,6.0,42.0,31.5
2026-03-14,R173410,Bread,Bakery,19,2.5,47.5,19.0
2026-03-14,R627357,Milk,Dairy,11,1.8,19.8,13.2
2026-03-14,R170003,Chips,Snacks,7,4.0,28.0,17.5
2026-03-14,R358771,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-03-14,R583411,Frozen Pizza,Frozen,6,5.5,33.0,18.0
2026-03-14,R661883,Cereal,Breakfast,7,4.5,31.5,14.0
2026-03-14,R828142,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-03-14,R413381,Cooking Oil,Pantry,7,6.0,42.0,31.5
2026-03-14,R286852,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-03-14,R694894,Bread,Bakery,18,2.5,45.0,18.0
2026-03-14,R917549,Chips,Snacks,6,4.0,24.0,15.0
2026-03-14,R607906,Cooking Oil,Pantry,8,6.0,48.0,36.0
2026-03-14,R117812,Chips,Snacks,9,4.0,36.0,22.5
2026-03-14,R841219,Soda,Beverages,8,3.0,24.0,8.0
2026-03-14,R511112,Spices,Pantry,9,3.5,31.5,9.0
2026-03-14,R967321,Milk,Dairy,20,1.8,36.0,24.0
2026-03-14,R245163,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-03-14,R855416,Cereal,Breakfast,6,4.5,27.0,12.0
2026-03-14,R267509,Milk,Dairy,20,1.8,36.0,24.0
2026-03-14,R480047,Soda,Beverages,16,3.0,48.0,16.0
2026-03-14,R466586,Milk,Dairy,14,1.8,25.2,16.8
2026-03-14,R444135,Cooking Oil,Pantry,10,6.0,60.0,45.0
2026-03-14,R668964,Bread,Bakery,8,2.5,20.0,8.0
2026-03-14,R713630,Soda,Beverages,23,3.0,69.0,23.0
2026-03-14,R741255,Spices,Pantry,2,3.5,7.0,2.0
2026-03-14,R214395,Milk,Dairy,5,1.8,9.0,6.0
2026-03-14,R496841,Bread,Bakery,10,2.5,25.0,10.0
2026-03-14,R113649,Chips,Snacks,2,4.0,8.0,5.0
2026-03-14,R710833,Milk,Dairy,24,1.8,43.2,28.8
2026-03-14,R853886,Bread,Bakery,19,2.5,47.5,19.0
2026-03-14,R688212,Chips,Snacks,6,4.0,24.0,15.0
2026-03-14,R420084,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-03-14,R729942,Bread,Bakery,11,2.5,27.5,11.0
2026-03-14,R809809,Bread,Bakery,18,2.5,45.0,18.0
2026-03-14,R788311,Bread,Bakery,19,2.5,47.5,19.0
2026-03-14,R659019,Pasta,Dry Goods,3,1.5,4.5,2.4
2026-03-14,R950594,Pasta,Dry Goods,4,1.5,6.0,3.2
2026-03-14,R150001,Spices,Pantry,9,3.5,31.5,9.0
2026-03-14,R429680,Chips,Snacks,6,4.0,24.0,15.0
2026-03-14,R490569,Bread,Bakery,26,2.5,65.0,26.0
2026-03-14,R873462,Cooking Oil,Pantry,10,6.0,60.0,45.0
2026-03-14,R145445,Soda,Beverages,26,3.0,78.0,26.0
2026-03-14,R364405,Soda,Beverages,13,3.0,39.0,13.0
2026-03-14,R758455,Cereal,Breakfast,6,4.5,27.0,12.0
2026-03-15,R404624,Spices,Pantry,9,3.5,31.5,9.0
2026-03-15,R440134,Soda,Beverages,9,3.0,27.0,9.0
2026-03-15,R722341,Pasta,Dry Goods,9,1.5,13.5,7.2
2026-03-15,R110035,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-03-15,R237447,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-03-15,R436859,Milk,Dairy,13,1.8,23.4,15.6
2026-03-15,R268005,Chips,Snacks,10,4.0,40.0,25.0
2026-03-15,R276726,Chips,Snacks,5,4.0,20.0,12.5
2026-03-15,R853454,Milk,Dairy,11,1.8,19.8,13.2
2026-03-15,R985005,Bread,Bakery,7,2.5,17.5,7.0
2026-03-15,R675750,Spices,Pantry,5,3.5,17.5,5.0
2026-03-15,R912576,Cereal,Breakfast,10,4.5,45.0,20.0
2026-03-15,R516566,Soda,Beverages,9,3.0,27.0,9.0
2026-03-15,R358905,Pasta,Dry Goods,4,1.5,6.0,3.2
2026-03-15,R205301,Frozen Pizza,Frozen,8,5.5,44.0,24.0
2026-03-15,R401716,Milk,Dairy,24,1.8,43.2,28.8
2026-03-15,R202939,Chips,Snacks,8,4.0,32.0,20.0
2026-03-15,R953178,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-03-15,R244532,Frozen Pizza,Frozen,8,5.5,44.0,24.0
2026-03-15,R684777,Spices,Pantry,9,3.5,31.5,9.0
2026-03-15,R359189,Cooking Oil,Pantry,4,6.0,24.0,18.0
2026-03-15,R319531,Frozen Pizza,Frozen,7,5.5,38.5,21.0
2026-03-15,R991530,Milk,Dairy,22,1.8,39.6,26.4
2026-03-15,R422856,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-03-15,R413429,Cereal,Breakfast,2,4.5,9.0,4.0
2026-03-15,R310588,Cooking Oil,Pantry,10,6.0,60.0,45.0
2026-03-15,R308995,Frozen Pizza,Frozen,8,5.5,44.0,24.0
2026-03-15,R203549,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-03-15,R775280,Cereal,Breakfast,10,4.5,45.0,20.0
2026-03-15,R211586,Cooking Oil,Pantry,2,6.0,12.0,9.0
2026-03-15,R190266,Pasta,Dry Goods,9,1.5,13.5,7.2
2026-03-15,R872939,Bread,Bakery,22,2.5,55.0,22.0
2026-03-15,R484604,Cereal,Breakfast,8,4.5,36.0,16.0
2026-03-15,R514816,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-03-15,R154267,Frozen Pizza,Frozen,2,5.5,11.0,6.0
2026-03-15,R487853,Soda,Beverages,11,3.0,33.0,11.0
2026-03-15,R918524,Cereal,Breakfast,6,4.5,27.0,12.0
2026-03-15,R899840,Milk,Dairy,14,1.8,25.2,16.8
2026-03-15,R575525,Bread,Bakery,20,2.5,50.0,20.0
2026-03-15,R997838,Milk,Dairy,13,1.8,23.4,15.6
2026-03-15,R844989,Soda,Beverages,7,3.0,21.0,7.0
2026-03-15,R422412,Bread,Bakery,15,2.5,37.5,15.0
2026-03-15,R879341,Chips,Snacks,7,4.0,28.0,17.5
2026-03-15,R563926,Milk,Dairy,11,1.8,19.8,13.2
2026-03-15,R345221,Milk,Dairy,21,1.8,37.8,25.2
2026-03-15,R759983,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-03-15,R925913,Pasta,Dry Goods,4,1.5,6.0,3.2
2026-03-15,R206906,Soda,Beverages,24,3.0,72.0,24.0
2026-03-15,R673372,Bread,Bakery,27,2.5,67.5,27.0
2026-03-15,R567733,Bread,Bakery,19,2.5,47.5,19.0
2026-03-15,R803763,Cooking Oil,Pantry,7,6.0,42.0,31.5
2026-03-15,R739211,Cooking Oil,Pantry,7,6.0,42.0,31.5
2026-03-15,R811407,Spices,Pantry,3,3.5,10.5,3.0
2026-03-15,R639239,Spices,Pantry,4,3.5,14.0,4.0
2026-03-15,R223489,Spices,Pantry,4,3.5,14.0,4.0
2026-03-15,R975583,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-03-15,R936664,Spices,Pantry,8,3.5,28.0,8.0
2026-03-15,R657064,Bread,Bakery,12,2.5,30.0,12.0
2026-03-15,R614848,Chips,Snacks,6,4.0,24.0,15.0
