RESTAURANT SALES REPORT,,,,,,,,,
La Bella Cucina,,,,,,,,,
Q1-Q2 2026,,,,,,,,,
,,,,,,,,,
Date,Order ID,Item Name,Category,Qty,Price,Amount,Cost,Waiter,Table
01-02-2026,ORD-14021,Beef Burger,Burgers,2,14,28,12,John,T1
01 Feb 2026,ORD-18340,Bruschetta,Appetizers,2,7,14,5.0,John,T5
02/01/26,ORD-88659,Coffee,Drinks,1,4,4.00,1,MARY,
02/01/2026,ORD-70520,Tiramisu,Desserts,3,8,24,9,,T2
01 Feb 2026,ORD-70775,Tiramisu,Desserts,3,8,$24.00,9,john,t3
02/01/26,ORD-47262,Beef Burger,Burgers,1,14,14,6,john,T5
01 Feb 2026,ORD-47962,Coffee,Drinks,1,4,$4.00,1,none,n/a
2026/02/01,ORD-32947,Bruschetta,Appetizers,3,7,21,7.50,Sarah,n/a
02/01/26,ORD-56840,Soda,Drinks,1,3,3,"0,50",,T5
01/02/2026,ORD-36233,Soda,Drinks,2,3,6.0%,1.0,,
01 Feb 2026,ORD-72968,Margherita Pizza,Pizza,3,15,45,"15,00",NONE,T5
"Feb 01, 2026",ORD-38670,Tiramisu,Desserts,1,8,-,3.00,,NONE
"Feb 01, 2026",ORD-61004,  Tiramisu  ,Desserts,3,8,NULL,"9,00",sarah,t3
01/02/26,ORD-93629,Caesar Salad,Salads,3,12,₺36.00,12,Sarah,T2
02/01/26,ORD-29958,Chicken Wings,Appetizers,3,10,"30,00",12,MARY,T2
02/01/26,ORD-72061,Beef Burger,Burgers,2,14,28.00,12.00,sarah,T1
2026/02/01,ORD-68479,Beef Burger,Burgers,3,14,42,,nan,T5
01/02/26,ORD-85602,Pepperoni Pizza,Pizza,3,18,54.00,N/A,john,T5
02/01/26,ORD-93046,Pepperoni Pizza,Pizza,3,18,54,18,MARY,--
01/02/2026,ORD-73816,Tiramisu,Desserts,2,8,16.00,6.00,Sarah,
02/01/2026,ORD-33201,Pepperoni Pizza,Pizza,1,18,18.00,6.00,John,T2
2026/02/01,ORD-69903,Soda,Drinks,1,3,3.00 EUR,0.5,,T1
01/02/26,ORD-64246,Bruschetta,Appetizers,1,7,7,2.5,,t3
2026-02-02,ORD-40960,Tiramisu,Desserts,3,8,24,9,Sarah,N/A
02.02.2026,ORD-81770,Soda,Drinks,2,3,null,1.0,john,N/A
2026-02-02,ORD-61091,Soda,Drinks,3,3,9,1.5,Sarah,T1
02/02/2026,ORD-34081,Tiramisu,Desserts,1,8,8,3,john,t3
02/02/26,ORD-76465,Chicken Wings,Appetizers,3,10,30.00,12,MARY,t3
2026/02/02,ORD-90473,French Fries,Sides,2,5,NA,3.0,NA,T2
02/02/26,ORD-69031,Pepperoni Pizza,Pizza,2,18,36.00,₺12.00,sarah,T2
"Feb 02, 2026",ORD-39062,Chicken Wings,Appetizers,1,10,10,4,Sarah,t3
02 Feb 2026,ORD-50043,Caesar Salad,Salads,2,12,24,8,sarah,T2
02/02/26,ORD-93965,Margherita Pizza,Pizza,2,15,30,10,NA,
"Feb 02, 2026",ORD-27299,Bruschetta ,Appetizers,1,7,7.00,2.5,nan,T2
02/02/26,ORD-23048,Beef Burger,Burgers,2,14,null,12,Sarah,T5
02/02/2026,ORD-39051,Bruschetta,Appetizers,1,7,7,2.5,MARY,t3
02/02/2026,ORD-41623,Coffee,Drinks,2,4,8,2,John,t3
02/02/2026,ORD-96598,Bruschetta,Appetizers,1,7,nan,2.50,,t3
2026/02/02,ORD-75082,Beef Burger,Burgers,3,14,42.00,18,MARY,T5
2026-02-02,ORD-82641,Tiramisu,Desserts,3,8,24,9,Sarah,T1
2026-02-02,ORD-34852,Margherita Pizza,Pizza,1,15,15,5,,T2
02/02/2026,ORD-93000,Beef Burger,Burgers,2,14,28,12,John,T5
02/02/2026,ORD-33330,Margherita Pizza,Pizza,1,15,15,5.00,Sarah,t3
"Feb 02, 2026",ORD-75757,Tiramisu,Desserts,3,8,24.00,9.00 TRY,n/a,NONE
2026/02/02,ORD-99279,Margherita Pizza,Pizza,3,15,45.00,15.0%,,t3
02.02.2026,ORD-98384,Bruschetta,Appetizers,2,7,14,n/a,,T2
nan,ORD-63442,Margherita Pizza,Pizza,3,15,45.0%,15,John,T5
02/02/2026,ORD-15971,Tiramisu,Desserts,3,8,24,9,John,t3
02/02/26,ORD-52229,Bruschetta,Appetizers,2,7,14,"5,00",john,t3
02/02/2026,ORD-75817,Tiramisu,Desserts,3,8,24,9,,t3
02/02/2026,ORD-59369,Margherita Pizza,Pizza,1,15,15.0%,5.00,,
NA,ORD-16995,Beef Burger,Burgers,1,14,14,6,,T5
02/02/26,ORD-95067,Margherita Pizza,Pizza,1,15,₺15.00,5,Sarah,T1
02/02/2026,ORD-34818,Margherita Pizza,Pizza,3,15,45,15,Sarah,T5
02/02/26,ORD-48679,Beef Burger,Burgers,3,14,42,18,sarah,
02/02/26,ORD-82508,Coffee,Drinks,2,4,8,2,NONE,T1
02-02-2026,ORD-68704,Beef  Burger,Burgers,1,14,14,6,Sarah,t3
--,ORD-74109,Soda,Drinks,1,3,3,0.5,John,
02 Feb 2026,ORD-68173,Bruschetta,Appetizers,1,7,"7,00",2.5,John,T2
02/02/26,ORD-81148,SODA,Drinks,1,3,3,0.5,,T1
02/02/26,ORD-66472,Soda,Drinks,1,3,3,0.5,MARY,T2
2026-02-02,ORD-88826,Pepperoni Pizza,Pizza,2,18,36,12,john,--
02.02.2026,ORD-43308,Soda,Drinks,3,3,9,"1,50",John,t3
02.02.2026,ORD-99579,Chicken Wings,Appetizers,1,10,nan,4.0%,sarah,T5
02.02.2026,ORD-63629,Beef Burger,Burgers,3,14,42,18,John,
"Feb 03, 2026",ORD-80027,Chicken Wings,Appetizers,1,10,nan,4.00,,T5
03 Feb 2026,ORD-41576,Coffee,Drinks,1,4,4.00,1,NONE,
2026-02-03,ORD-86935,French Fries,Sides,3,5,15,4.50,john,T5
02/03/26,ORD-76962,chicken wings,Appetizers,2,10,20,8,nan,T1
03.02.2026,ORD-77285,Coffee,Drinks,1,4,4,1,,none
2026/02/03,ORD-51779,Tiramisu,Desserts,1,8,8.0%,3.00,MARY,t3
03-02-2026,ORD-53753,Bruschetta,Appetizers,2,7,14.00,5.00,,T1
03.02.2026,ORD-58308,Margherita Pizza,Pizza,3,15,45,15,nan,T5
2026-02-03,ORD-39037,Margherita Pizza,Pizza,3,15,45,15,Sarah,T5
03/02/26,ORD-45075,Tiramisu,Desserts,3,8,24,9,john,t3
03 Feb 2026,ORD-41587,Caesar Salad,Salads,2,12,24,£8.00,sarah,t3
03/02/2026,ORD-73598,Caesar Salad,Salads,2,12,24.00,8,,T2
02/03/2026,ORD-91099,pepperoni pizza,Pizza,2,18,36,12.0%,John,T5
03-02-2026,ORD-54685,Bruschetta,Appetizers,2,7,14,5.00,n/a,T5
02/03/2026,ORD-19669,Coffee,Drinks,3,4,12,3,MARY,T5
03.02.2026,ORD-12240,Tiramisu,Desserts,1,8,8,3,John,T2
02/03/2026,ORD-98110,Bruschetta,Appetizers,3,7,21,7.5,MARY,T2
2026-02-03,ORD-16191,French Fries,Sides,2,5,10.0%,3.0,John,T1
02/03/2026,ORD-48987,Coffee,Drinks,1,4,4,1,sarah,t3
2026/02/03,ORD-98765,Soda,Drinks,2,3,6,1.00,john,
03.02.2026,ORD-41105,Tiramisu,Desserts,3,8,24.00,NA,sarah,
"Feb 03, 2026",ORD-35088,Caesar Salad,Salads,2,12,24,8,John,NULL
03/02/26,ORD-68456,Margherita Pizza,Pizza,3,15,45,15,n/a,n/a
03.02.2026,ORD-41767,Pepperoni Pizza,Pizza,1,18,18.00,6.00,sarah,
03/02/2026,ORD-37705,Pepperoni Pizza,Pizza,2,18,36,12.00,none,t3
03 Feb 2026,ORD-91837,Caesar Salad ,Salads,2,12,24.00,8.00,john,t3
03/02/2026,ORD-33210,Coffee,Drinks,2,4,8,2,Sarah,T2
03.02.2026,ORD-30657,Soda,Drinks,3,3,9,1.5,MARY,T2
2026-02-03,ORD-27987,Tiramisu,Desserts,1,8,"8,00",3,sarah,t3
03/02/26,ORD-22586,Chicken Wings,Appetizers,1,10,10,4,John,NA
03.02.2026,ORD-57109,Caesar Salad,Salads,3,12,36,12,Sarah,T5
02/03/26,ORD-19174,Beef  Burger,Burgers,3,14,42,18.0%,John,T1
03.02.2026,ORD-23621,French Fries,Sides,3,5,15,4.50,nan,T5
02/04/2026,ORD-87906,French Fries,Sides,2,5,"10,00",N/A,,T1
04 Feb 2026,ORD-98005,  Pepperoni Pizza  ,Pizza,3,18,54,18.00,sarah,T1
02/04/2026,ORD-52268,Coffee,Drinks,3,4,"12,00","3,00",John,T5
"Feb 04, 2026",ORD-29974,Margherita Pizza,Pizza,1,15,15,5,,T5
02/04/2026,ORD-65858,Margherita Pizza,Pizza,3,15,45,15,Sarah,t3
04 Feb 2026,ORD-37124,Soda,Drinks,2,3,"6,00",1.0,none,N/A
"Feb 04, 2026",ORD-31294,Tiramisu,Desserts,3,8,24.00,9,none,T1
04.02.2026,ORD-13046,Chicken Wings,Appetizers,1,10,10.00,4,MARY,
04 Feb 2026,ORD-91543,French Fries,Sides,3,5,15.00 TRY,4.5,Sarah,T5
02/04/26,ORD-43258,Caesar Salad,Salads,2,12,24,8,john,T5
04/02/26,ORD-89612,Tiramisu,Desserts,2,8,16.00 USD,"6,00",MARY,--
04/02/26,ORD-71717,French Fries,Sides,2,5,10,3.0,john,
04/02/2026,ORD-19014,Margherita Pizza,Pizza,2,15,30,10,John,t3
04/02/2026,ORD-47748,Caesar Salad,Salads,3,12,36,12,sarah,t3
nan,ORD-63733,Tiramisu,Desserts,1,8,8,3,MARY,T5
04.02.2026,ORD-88872,Coffee,Drinks,2,4,8,2,MARY,T2
02/04/26,ORD-55681,Bruschetta,Appetizers,1,7,NA,2.5,MARY,none
04.02.2026,ORD-61212,Soda,Drinks,2,3,"6,00",1.0,sarah,T2
"Feb 04, 2026",ORD-14500,Coffee,Drinks,1,4,4,1.00 USD,MARY,
04 Feb 2026,ORD-68288,Coffee,Drinks,1,4,4,null,MARY,NONE
02/04/26,ORD-52258,Beef Burger,Burgers,2,14,28,12,,--
NA,ORD-22852,Soda,Drinks,3,3,9,1.5,,
2026/02/04,ORD-32384,Chicken Wings,Appetizers,3,10,30,₺12.00,sarah,T5
04/02/2026,ORD-92111,Soda,Drinks,3,3,9,1.5,,T1
04 Feb 2026,ORD-62538,Bruschetta,Appetizers,2,7,14,5.0,John,
04-02-2026,ORD-45483,Margherita Pizza,Pizza,3,15,45,15,Sarah,
2026-02-04,ORD-97581,Soda,Drinks,2,3,6,1.0,John,
02/04/2026,ORD-99203,  Chicken Wings  ,Appetizers,2,10,20,8,sarah,t3
04/02/26,ORD-63110,Coffee,Drinks,3,4,12,3.00,,T1
04.02.2026,ORD-33791,Soda,Drinks,2,3,6.00,1.00,,
02/04/26,ORD-78018,Margherita Pizza,Pizza,2,15,30,10,N/A,T1
04 Feb 2026,ORD-73459,Coffee,Drinks,2,4,8,2,MARY,T1
05-02-2026,ORD-50171,Pepperoni  Pizza,Pizza,2,18,36,12.00,Sarah,
05/02/26,ORD-25526,Bruschetta,Appetizers,3,7,£21.00,7.50,,
05-02-2026,ORD-39335,Pepperoni  Pizza,Pizza,2,18,36.00,$12.00,N/A,NA
05/02/26,ORD-42666,Margherita Pizza,Pizza,2,15,30,10,MARY,-
02/05/2026,ORD-33227,Chicken Wings,Appetizers,2,10,20,8,,-
"Feb 05, 2026",ORD-55096,Margherita Pizza,Pizza,3,15,45,15.00,Sarah,T2
2026-02-05,ORD-30599,Tiramisu,Desserts,2,8,16.00,6.00,,
05-02-2026,ORD-94179,Chicken Wings,Appetizers,1,10,10,4,John,T2
05/02/26,ORD-25709,Caesar Salad,Salads,3,12,36.00 TRY,-,John,T1
05/02/2026,ORD-83830,Bruschetta,Appetizers,2,7,14.00,,sarah,t3
02/05/2026,ORD-36210,Pepperoni Pizza,Pizza,1,18,18,"6,00",John,T5
05-02-2026,ORD-70343,Margherita Pizza,Pizza,3,15,"45,00",15.00,sarah,T2
2026-02-05,ORD-59034,Soda,Drinks,1,3,3.00,0.5,Sarah,t3
05/02/2026,ORD-68888,French Fries,Sides,2,5,10,3.0,Sarah,T5
05/02/26,ORD-38082,Soda,Drinks,3,3,9.00 EUR,€1.50,Sarah,T1
05/02/26,ORD-68750,Beef Burger,Burgers,2,14,28,12.00,john,T1
02/05/26,ORD-28492,Margherita Pizza,Pizza,1,15,15,5,Sarah,
05 Feb 2026,ORD-73101,Beef Burger,Burgers,3,14,42,18,,NULL
"Feb 05, 2026",ORD-21654,Soda ,Drinks,2,3,6,1.00 TRY,sarah,NULL
05.02.2026,ORD-87469,Beef Burger,Burgers,1,14,$14.00,6.0%,Sarah,T5
05.02.2026,ORD-74304,Tiramisu,Desserts,2,8,16,6,MARY,
2026-02-05,ORD-74661,Coffee ,Drinks,2,4,"8,00","2,00",,NONE
05.02.2026,ORD-77055,French  Fries,Sides,1,5,5.00,1.5,Sarah,N/A
none,ORD-24851,Caesar Salad,Salads,3,12,36,"12,00",,N/A
05.02.2026,ORD-97750,tiramisu,Desserts,2,8,16,"6,00",MARY,none
05 Feb 2026,ORD-76512,Beef Burger,Burgers,2,14,28.00,₺12.00,MARY,null
"Feb 05, 2026",ORD-83186,Chicken Wings,Appetizers,2,10,20,8.00,MARY,
05 Feb 2026,ORD-14399,Pepperoni Pizza,Pizza,1,18,18,6,MARY,T1
2026-02-05,ORD-61409,Margherita Pizza,Pizza,3,15,45.00 EUR,15,MARY,T1
02/05/26,ORD-12243,Margherita Pizza,Pizza,2,15,30.0%,"10,00",Sarah,T2
06/02/26,ORD-20588,Beef Burger,Burgers,3,14,42,18,MARY,
02/06/26,ORD-78242,Caesar Salad,Salads,2,12,24,8,john,t3
n/a,ORD-62543,Chicken Wings,Appetizers,1,10,10,4.00,null,t3
2026/02/06,ORD-46607,Tiramisu,Desserts,2,8,16,6,John,n/a
02/06/26,ORD-64073,French Fries,Sides,2,5,10,€3.00,MARY,T1
,ORD-24139,Coffee,Drinks,3,4,12.00,3,nan,T1
2026/02/06,ORD-74471,Bruschetta,Appetizers,1,7,£7.00,2.50,sarah,T5
06/02/26,ORD-48932,Soda,Drinks,1,3,3,0.5,john,T2
02/06/2026,ORD-87389,Chicken Wings,Appetizers,3,10,30.00,12,,
2026-02-06,ORD-85294,Soda,Drinks,3,3,9,1.50,NULL,T2
06/02/26,ORD-98785,PEPPERONI PIZZA,Pizza,3,18,54,18.00,Sarah,
2026-02-06,ORD-29666,Beef Burger,Burgers,1,14,14,6,sarah,null
06.02.2026,ORD-33583,Chicken Wings,Appetizers,1,10,10,4.00,,T2
06 Feb 2026,ORD-21391,French Fries,Sides,3,5,15,"4,50",,T5
02/06/26,ORD-97395,Chicken Wings,Appetizers,1,10,10,4.0%,john,T1
06/02/26,ORD-14777,Caesar Salad,Salads,1,12,12,4,sarah,T2
02/06/2026,ORD-50352,Pepperoni Pizza,Pizza,2,18,36,12,sarah,T2
02/06/2026,ORD-37647,Coffee,Drinks,1,4,4.00,1.0%,sarah,T1
2026/02/06,ORD-26772,Soda,Drinks,2,3,6.00,1.0,,t3
"Feb 06, 2026",ORD-23317,FRENCH FRIES,Sides,1,5,5,€1.50,john,n/a
06-02-2026,ORD-60841,Beef Burger,Burgers,1,14,14,6,Sarah,
06.02.2026,ORD-60227,Caesar Salad,Salads,2,12,24,8.0%,sarah,none
06-02-2026,ORD-69390,Chicken Wings,Appetizers,1,10,10.00 USD,4.00,,T2
06-02-2026,ORD-67414,BRUSCHETTA,Appetizers,2,7,14,5.0,,NULL
-,ORD-75025,Soda,Drinks,3,3,9,1.50,,
06 Feb 2026,ORD-46584,  Beef Burger  ,Burgers,2,14,28,12,none,t3
02/06/26,ORD-22760,Beef Burger,Burgers,3,14,42,18.00 USD,sarah,T1
06/02/26,ORD-80747,Tiramisu,Desserts,3,8,24,9.00,null,T1
06/02/2026,ORD-43804,Bruschetta,Appetizers,3,7,21,€7.50,MARY,T5
06-02-2026,ORD-16746,  Chicken Wings  ,Appetizers,2,10,₺20.00,"8,00",none,T2
06/02/2026,ORD-16841,Margherita Pizza,Pizza,2,15,30.00,10,MARY,
06/02/26,ORD-66541,Margherita Pizza,Pizza,1,15,"15,00",5,MARY,
06-02-2026,ORD-21892,Margherita Pizza ,Pizza,3,15,45,15.00,john,T5
06.02.2026,ORD-44689,Chicken Wings,Appetizers,3,10,30,12,N/A,T2
n/a,ORD-47276,Bruschetta,Appetizers,3,7,21,7.5,john,T5
06.02.2026,ORD-83653,Beef Burger,Burgers,2,14,28.00,12,sarah,T2
06.02.2026,ORD-98205,Chicken Wings,Appetizers,2,10,20,8,-,T5
02/06/2026,ORD-97808,Bruschetta,Appetizers,2,7,null,5.00,N/A,
2026/02/06,ORD-29504,Margherita Pizza,Pizza,2,15,30.00 TRY,10,,T1
02/06/26,ORD-94317,Soda,Drinks,3,3,9.0%,1.5,sarah,t3
2026/02/06,ORD-99424,Coffee,Drinks,2,4,"8,00",2,,nan
02/06/2026,ORD-84306,FRENCH FRIES,Sides,1,5,5,"1,50",nan,t3
2026-02-06,ORD-13999,Margherita Pizza,Pizza,1,15,15,5,john,T5
06.02.2026,ORD-96022,Caesar Salad,Salads,1,12,12,4,,
NULL,ORD-78742,Soda,Drinks,1,3,3.00,0.5,null,T5
06/02/2026,ORD-10534,Caesar Salad,Salads,3,12,36.00,12,MARY,T1
06/02/26,ORD-68441,Caesar Salad,Salads,3,12,36,12,Sarah,T5
06 Feb 2026,ORD-43353,French Fries,Sides,1,5,5,"1,50",--,
2026/02/06,ORD-93873,French Fries,Sides,3,5,15,4.5,Sarah,nan
2026-02-06,ORD-32441,Chicken Wings,Appetizers,1,10,10,4,Sarah,
"Feb 06, 2026",ORD-85375,MARGHERITA PIZZA,Pizza,3,15,45,15,John,
02/07/26,ORD-47571,Pepperoni Pizza,Pizza,2,18,36,12,null,
07-02-2026,ORD-72426,SODA,Drinks,2,3,"6,00",1.0,John,T2
02/07/2026,ORD-25587,Pepperoni Pizza ,Pizza,3,18,54,18,sarah,T1
"Feb 07, 2026",ORD-18977,French Fries,Sides,1,5,5.00,1.5,Sarah,-
07/02/26,ORD-56786,CHICKEN WINGS,Appetizers,3,10,30,NULL,john,
07/02/26,ORD-25735,Coffee,Drinks,2,4,8,2,MARY,
"Feb 07, 2026",ORD-57509,Chicken Wings,Appetizers,2,10,20.0%,"8,00",,
07-02-2026,ORD-42447,  Pepperoni Pizza  ,Pizza,2,18,-,12.00,john,t3
2026-02-07,ORD-88158,Beef Burger ,Burgers,2,14,28,12,John,T5
2026-02-07,ORD-86092,Coffee,Drinks,1,4,4.00,1,John,T5
2026-02-07,ORD-31948,Tiramisu,Desserts,3,8,24.00,9,MARY,NULL
07 Feb 2026,ORD-37586,Bruschetta,Appetizers,1,7,7,2.50,john,t3
07 Feb 2026,ORD-10519,Bruschetta,Appetizers,2,7,14,5.0,null,T5
"Feb 07, 2026",ORD-94931,Pepperoni Pizza,Pizza,2,18,36.00,12.0%,NULL,T2
"Feb 07, 2026",ORD-58924,Soda,Drinks,1,3,3,0.5,n/a,
07-02-2026,ORD-65483,Chicken Wings,Appetizers,1,10,€10.00,4.00 USD,Sarah,T1
02/07/26,ORD-18482,Caesar Salad,Salads,3,12,36,12,--,T5
07.02.2026,ORD-10268,French Fries,Sides,2,5,10,3.0,sarah,T5
07 Feb 2026,ORD-68261,Pepperoni Pizza,Pizza,1,18,18.0%,6,john,t3
02/07/26,ORD-65672,Bruschetta,Appetizers,3,7,21.00,7.50 TRY,MARY,T1
,ORD-33745,Soda,Drinks,3,3,9,1.5,sarah,T5
07 Feb 2026,ORD-65653,Pepperoni Pizza,Pizza,2,18,"36,00",12.00,MARY,t3
07.02.2026,ORD-69956,Caesar Salad,Salads,2,12,24,8,sarah,T2
"Feb 07, 2026",ORD-29661,Soda,Drinks,3,3,9,1.5,,N/A
2026/02/07,ORD-88490,Caesar Salad,Salads,2,12,24,8.00,nan,NONE
"Feb 07, 2026",ORD-18027,Chicken Wings,Appetizers,2,10,20.00,null,sarah,T5
2026/02/07,ORD-28491,Pepperoni Pizza,Pizza,3,18,54,18.00,Sarah,
07.02.2026,ORD-55185,Soda ,Drinks,2,3,6,1.0,Sarah,T5
07/02/2026,ORD-11557,Coffee,Drinks,3,4,12.00,3,john,T2
07/02/2026,ORD-11326,Tiramisu,Desserts,2,8,16,6,,none
07/02/26,ORD-43068,Soda,Drinks,3,3,9,1.5,MARY,T1
"Feb 07, 2026",ORD-20321,Bruschetta,Appetizers,3,7,21.00,7.5,john,T2
07/02/26,ORD-79553,Beef  Burger,Burgers,1,14,14,6,John,
07-02-2026,ORD-98779,Bruschetta,Appetizers,1,7,7.00,2.5,MARY,T2
07/02/26,ORD-89749,Caesar Salad,Salads,3,12,36.00,12,MARY,NA
"Feb 07, 2026",ORD-95017,French Fries,Sides,2,5,10,3.0,N/A,T1
02/07/2026,ORD-33282,Coffee,Drinks,2,4,8,2,Sarah,t3
02/07/26,ORD-26554,Margherita Pizza,Pizza,2,15,30,10.00 USD,,T1
07/02/26,ORD-76855,Tiramisu,Desserts,2,8,16.00,6.00,MARY,T5
02/07/26,ORD-98224,Margherita Pizza,Pizza,2,15,30,10,John,NONE
2026-02-07,ORD-32525,Beef Burger,Burgers,3,14,42,18,--,T1
02/07/2026,ORD-70243,Coffee,Drinks,3,4,12.00,3.0%,John,T5
08/02/2026,ORD-28264,Chicken  Wings,Appetizers,1,10,10,4,Sarah,
02/08/2026,ORD-57176,Coffee,Drinks,3,4,12,3,,T2
02/08/26,ORD-98102,French Fries,Sides,1,5,5,1.5,John,T1
"Feb 08, 2026",ORD-20781,Bruschetta,Appetizers,1,7,7,2.5,,T1
08.02.2026,ORD-44471,Pepperoni Pizza,Pizza,3,18,54,18,null,NA
"Feb 08, 2026",ORD-27587,Margherita Pizza,Pizza,1,15,15,5.00 USD,John,T1
08/02/2026,ORD-68446,Bruschetta,Appetizers,3,7,21,7.50,sarah,null
02/08/26,ORD-23464,Bruschetta,Appetizers,1,7,7,2.5,sarah,
NONE,ORD-96843,Tiramisu,Desserts,1,8,8,"3,00",John,T2
08/02/26,ORD-70964,Margherita Pizza,Pizza,2,15,30,10,,T2
"Feb 08, 2026",ORD-95898,Pepperoni Pizza,Pizza,2,18,36,12,Sarah,t3
08 Feb 2026,ORD-85528,Margherita Pizza,Pizza,1,15,15,5.00,john,
"Feb 08, 2026",ORD-93527,Tiramisu ,Desserts,2,8,16.00,6,Sarah,t3
08 Feb 2026,ORD-34185,Soda,Drinks,2,3,6.00,1.0,John,t3
08.02.2026,ORD-37079,Tiramisu,Desserts,3,8,24,9,Sarah,T2
08.02.2026,ORD-22190,Tiramisu,Desserts,3,8,"24,00",9,,T1
08/02/2026,ORD-70939,Pepperoni Pizza,Pizza,2,18,36.00,12,,t3
08.02.2026,ORD-35715,Pepperoni Pizza,Pizza,2,18,36.00 EUR,12,,T1
08/02/2026,ORD-19224,Bruschetta,Appetizers,3,7,21,7.5,john,T5
08 Feb 2026,ORD-16559,Beef Burger,Burgers,3,14,--,18,John,none
08-02-2026,ORD-51898,Caesar Salad,Salads,1,12,12.00,4.00,john,T5
2026/02/08,ORD-62524,Chicken Wings,Appetizers,3,10,"30,00",12,Sarah,t3
2026-02-08,ORD-41570,Soda,Drinks,3,3,9,1.50,john,nan
08/02/2026,ORD-79790,Soda,Drinks,2,3,6,1.0,MARY,T2
08/02/2026,ORD-61657,French Fries ,Sides,1,5,"5,00",1.5,john,T2
02/08/26,ORD-75139,French Fries,Sides,2,5,10,3.0,n/a,T5
08/02/2026,ORD-85418,TIRAMISU,Desserts,1,8,8,"3,00",null,--
08 Feb 2026,ORD-59038,Pepperoni Pizza,Pizza,2,18,36,12.00,,
02/08/2026,ORD-97085,Bruschetta,Appetizers,3,7,21,7.5,n/a,t3
02/08/26,ORD-22219,Bruschetta,Appetizers,1,7,7.00 USD,2.5,john,-
08.02.2026,ORD-75937,Tiramisu,Desserts,1,8,8.00,3.00,Sarah,T1
02/08/26,ORD-39668,Chicken Wings,Appetizers,2,10,20,8.00,John,T2
08-02-2026,ORD-42172,Soda,Drinks,3,3,9,1.50,,none
08/02/26,ORD-52417,Chicken  Wings,Appetizers,1,10,10,4,John,T5
08.02.2026,ORD-36624,Pepperoni Pizza,Pizza,3,18,n/a,18.00,MARY,T1
2026-02-08,ORD-69254,Tiramisu,Desserts,1,8,none,3.0%,,T5
02/08/2026,ORD-95203,Margherita Pizza,Pizza,2,15,30,10,John,T5
08.02.2026,ORD-50840,Caesar Salad,Salads,1,12,12,4,sarah,T2
08/02/2026,ORD-92279,Beef Burger,Burgers,1,14,14.00 EUR,6,john,
08/02/26,ORD-14706,Tiramisu,Desserts,2,8,16,6,,NA
02/08/2026,ORD-27277,Soda,Drinks,2,3,6.00 TRY,1.00,John,T1
08 Feb 2026,ORD-44993,Margherita Pizza,Pizza,1,15,15,5.00 USD,John,T2
2026/02/08,ORD-32974,Coffee,Drinks,1,4,4.0%,1,,t3
08/02/26,ORD-33651,Soda,Drinks,2,3,6,1.00 TRY,NONE,none
08-02-2026,ORD-90416,Bruschetta,Appetizers,3,7,21,7.5,John,
08-02-2026,ORD-65575,French Fries,Sides,2,5,10,3.0,john,T5
02/08/26,ORD-88678,Pepperoni Pizza,Pizza,3,18,54,"18,00",john,
08-02-2026,ORD-12575,French Fries,Sides,2,5,10,3.0,John,nan
08/02/2026,ORD-50673,Beef Burger,Burgers,2,14,28,"12,00",Sarah,T1
08.02.2026,ORD-17716,Margherita Pizza,Pizza,2,15,30,10,john,
08 Feb 2026,ORD-26043,Caesar Salad,Salads,1,12,12,4,Sarah,T5
08-02-2026,ORD-33104,French Fries,Sides,1,5,NULL,1.5,john,nan
08/02/26,ORD-58980,Soda,Drinks,1,3,"3,00","0,50",,
08/02/2026,ORD-16953,Beef Burger,Burgers,2,14,28,12,john,
"Feb 08, 2026",ORD-25092,Soda,Drinks,2,3,6,1.00,john,
2026/02/08,ORD-62373,soda,Drinks,3,3,9.00,1.50,John,-
08.02.2026,ORD-19703,Bruschetta,Appetizers,1,7,₺7.00,2.50,MARY,t3
08-02-2026,ORD-11274,Coffee,Drinks,3,4,12,3,none,t3
08 Feb 2026,ORD-49669,Tiramisu,Desserts,1,8,8,3,null,null
02/08/26,ORD-73389,Tiramisu,Desserts,2,8,16.00,6,john,T5
08/02/26,ORD-50757,Soda,Drinks,1,3,3,0.5,MARY,T5
08/02/26,ORD-13016,Soda,Drinks,1,3,3.00,0.5,Sarah,T5
NA,ORD-59165,Tiramisu,Desserts,1,8,8,3,,NULL
2026/02/08,ORD-92641,Pepperoni Pizza,Pizza,1,18,18,6,,
08 Feb 2026,ORD-28014,Soda,Drinks,2,3,6,1.0,John,T5
08.02.2026,ORD-11632,Caesar Salad,Salads,1,12,$12.00,4,john,T5
02/08/26,ORD-61154,Pepperoni Pizza,Pizza,2,18,36,12.0%,sarah,T5
08/02/26,ORD-14785,Chicken Wings,Appetizers,3,10,30.00 USD,12,,T2
2026/02/08,ORD-67650,Bruschetta,Appetizers,2,7,14,5.0,sarah,T1
02/08/2026,ORD-74822,Pepperoni Pizza,Pizza,2,18,36,12,MARY,T5
02/08/26,ORD-19181,Coffee,Drinks,3,4,12,nan,Sarah,NONE
08 Feb 2026,ORD-18927,Beef Burger,Burgers,1,14,14,6,sarah,T5
"Feb 08, 2026",ORD-54998,Tiramisu,Desserts,3,8,24.00,9,,T5
02/08/2026,ORD-54813,Tiramisu,Desserts,3,8,"24,00",9,,T2
02/08/2026,ORD-78710,Tiramisu,Desserts,2,8,16.0%,6,sarah,T5
